Day,Sum,Depth
13,1407.223307,I
13,769.8054608,I
13,1105.864811,I
13,742.4079407,I
13,668.9391241,I
13,438.2370519,I
13,940.5899957,I
13,668.8757021,I
13,864.3720956,I
13,940.4434006,I
13,719.8902973,I
13,1112.724594,I
13,844.2596261,I
13,528.9931384,I
14,1010.300807,I
14,806.0955609,I
14,2144.314322,I
14,849.9299091,I
14,1612.613151,I
14,1094.676873,I
14,1034.692608,I
14,661.8543296,I
14,1241.933236,I
14,897.1519469,I
14,1078.803988,I
14,1262.575621,I
14,882.7496373,I
14,1729.039617,I
14,1234.715333,I
14,715.6109438,I
15,698.753047,I
15,560.7793905,I
15,1371.471249,I
15,690.3861496,I
15,1281.153401,I
15,902.741643,I
15,723.1901272,I
15,461.3236813,I
15,998.8435319,I
15,745.7034963,I
15,795.3149545,I
15,880.1726059,I
15,734.7299526,I
15,1121.083023,I
15,848.2829112,I
15,523.1556646,I
16,560.0337151,I
16,460.2371396,I
16,1027.563855,I
16,581.6261397,I
16,863.3053509,I
16,557.2158815,I
16,520.7816168,I
16,396.7964755,I
16,670.8826478,I
16,479.6315878,I
16,564.9494763,I
16,789.9362111,I
16,646.1689896,I
16,710.3711628,I
16,727.743408,I
16,509.1971533,I
17,689.9939069,I
17,550.4277021,I
17,1374.10118,I
17,723.2042529,I
17,1181.764499,I
17,805.1544678,I
17,660.5380126,I
17,486.0524006,I
17,927.4132244,I
17,653.1105513,I
17,879.1205886,I
17,1036.165527,I
17,822.5373055,I
17,1111.449176,I
17,879.2294116,I
17,584.8669441,I
18,902.6605954,I
18,698.015421,I
18,1622.551677,I
18,976.4604087,I
18,1336.655187,I
18,940.7778845,I
18,769.1499651,I
18,549.0481924,I
18,1118.274543,I
18,782.234685,I
18,1133.473713,I
18,1293.191851,I
18,920.1023805,I
18,1489.573194,I
18,1127.120911,I
18,708.6928912,I
19,609.1066804,I
19,494.2930938,I
19,1084.524571,I
19,742.6181577,I
19,1259.829906,I
19,948.919501,I
19,537.4386968,I
19,393.4482027,I
19,1054.613054,I
19,783.7223865,I
19,722.2873287,I
19,882.1892575,I
19,652.4454985,I
19,950.3626205,I
19,784.9445193,I
19,537.7700645,I
20,647.1299224,I
20,546.7017989,I
20,1274.509555,I
20,859.6447785,I
20,1153.145128,I
20,776.7427488,I
20,607.5331489,I
20,466.8179911,I
20,952.836078,I
20,658.4471958,I
20,889.9005469,I
20,1048.899283,I
20,806.870801,I
20,1112.747936,I
20,801.6299565,I
20,564.4827841,I
21,839.3202602,I
21,697.6419944,I
21,2485.433741,I
21,1046.728448,I
21,1476.172489,I
21,1007.831754,I
21,802.8873708,I
21,558.6600636,I
21,1184.885211,I
21,837.5393856,I
21,1195.183024,I
21,1316.328854,I
21,987.5346382,I
21,1510.623978,I
21,1075.572098,I
21,702.0439583,I
22,660.2613545,I
22,560.754701,I
22,1939.59535,I
22,836.4266226,I
22,1067.719737,I
22,730.3476252,I
22,626.3252355,I
22,435.4427124,I
22,864.5307698,I
22,615.7588338,I
22,884.3164302,I
22,989.3255251,I
22,761.2590773,I
22,1137.382668,I
22,868.4112237,I
22,567.4552797,I
23,762.3929279,I
23,600.671614,I
23,2338.371239,I
23,1060.164663,I
23,1245.472585,I
23,812.769751,I
23,747.6302697,I
23,523.6332815,I
23,1208.302352,I
23,813.5122955,I
23,1352.321942,I
23,1523.228163,I
23,1000.378607,I
23,1515.968591,I
23,963.620164,I
23,627.0215355,I
24,918.1761339,I
24,708.7829885,I
24,2316.095738,I
24,993.0382404,I
24,1681.881448,I
24,1147.225728,I
24,955.280811,I
24,652.2063686,I
24,1324.599556,I
24,954.6059247,I
24,1213.333993,I
24,1298.119733,I
24,1016.048405,I
24,1712.411677,I
24,1145.206348,I
24,717.7268695,I
25,883.919124,I
25,685.0091009,I
25,3578.83815,I
25,925.9204731,I
25,1667.912084,I
25,1137.972239,I
25,955.0746535,I
25,656.5587143,I
25,1299.331241,I
25,981.4274562,I
25,1035.844759,I
25,1091.493289,I
25,960.543857,I
25,1721.590775,I
25,1105.275216,I
25,697.7806018,I
26,1146.593152,I
26,867.301217,I
26,4039.078197,I
26,946.3531595,I
26,1904.010323,I
26,1297.68791,I
26,1217.402307,I
26,776.3042864,I
26,1345.96991,I
26,1063.549944,I
26,1045.82736,I
26,1146.724834,I
26,1078.222162,I
26,2453.8634,I
26,1411.456965,I
26,850.7235032,I
27,1129.964651,I
27,854.5127825,I
27,2310.057365,I
27,948.7990323,I
27,1830.534256,I
27,1246.331528,I
27,986.5075691,I
27,669.3268584,I
27,1388.563288,I
27,1062.359419,I
27,1032.095896,I
27,1091.997277,I
27,887.4853283,I
27,1868.868076,I
27,1290.400473,I
27,776.7039489,I
28,1311.655789,I
28,1029.260238,I
28,2821.434818,I
28,885.8561164,I
28,2081.331393,I
28,1420.368398,I
28,1227.587951,I
28,777.1750227,I
28,1450.483923,I
28,1163.670331,I
28,1062.973602,I
28,1177.946979,I
28,918.5385355,I
28,2264.486971,I
28,1595.632356,I
28,890.2385901,I
29,1237.266856,I
29,1009.254745,I
29,2372.384313,I
29,911.8600596,I
29,2047.783328,I
29,1392.660888,I
29,1214.481737,I
29,728.8428714,I
29,1426.182324,I
29,1119.781683,I
29,1184.929522,I
29,1313.706954,I
29,940.4956011,I
29,2236.225485,I
29,1609.747891,I
29,866.39829,I
1,2498.105062,O
1,3635.57393,O
1,1314.287447,O
1,2036.922256,O
1,1620.834453,O
1,1229.415991,O
1,2487.78053,O
1,2061.796437,O
1,1485.57565,O
1,2307.62102,O
1,2671.476719,O
1,3574.770067,O
1,2583.308426,O
1,1597.658955,O
1,725.3559224,O
1,2322.589664,O
2,2798.280302,O
2,4288.088718,O
2,1517.346251,O
2,2355.523028,O
2,1777.898484,O
2,1355.829379,O
2,2812.299685,O
2,2315.089356,O
2,1669.904026,O
2,2684.103669,O
2,3124.958938,O
2,4125.116087,O
2,3013.355215,O
2,1969.564176,O
2,772.935267,O
2,2474.938725,O
3,2927.55509,O
3,4934.88725,O
3,1589.602394,O
3,2469.77465,O
3,1947.623563,O
3,1450.912304,O
3,2963.656122,O
3,2029.931398,O
3,1785.460713,O
3,3016.199111,O
3,3304.316857,O
3,4342.784857,O
3,3323.711022,O
3,2176.847154,O
3,961.7602894,O
3,3079.556447,O
4,2229.94069,O
4,3278.624599,O
4,1185.970308,O
4,1806.846302,O
4,1427.480805,O
4,1063.824101,O
4,2196.086562,O
4,799.3057591,O
4,1338.607102,O
4,2123.711055,O
4,2342.789034,O
4,3175.874692,O
4,2436.393666,O
4,1410.281256,O
4,758.6738173,O
4,2429.273563,O
5,631.925142,O
5,617.3098349,O
5,411.1806173,O
5,577.506092,O
5,358.5226889,O
5,228.3917785,O
5,592.083768,O
5,367.5786014,O
5,301.8157606,O
5,388.0762882,O
5,552.5717931,O
5,1003.267048,O
5,592.6175739,O
5,283.5508238,O
5,139.6613967,O
5,447.1957921,O
6,2364.432394,O
6,3269.829341,O
6,1351.64704,O
6,2085.2871,O
6,1548.443542,O
6,1183.061055,O
6,2430.036298,O
6,1217.082304,O
6,1478.482206,O
6,2217.17768,O
6,2792.907598,O
6,3722.138581,O
6,2272.714225,O
6,1481.881662,O
6,658.2655133,O
6,2107.766174,O
7,2380.437036,O
7,3137.127566,O
7,1345.962769,O
7,2081.412059,O
7,1630.227236,O
7,1209.039409,O
7,2297.158801,O
7,1685.251506,O
7,1485.683109,O
7,2110.016606,O
7,2500.826126,O
7,3367.668506,O
7,2322.645282,O
7,1404.315309,O
7,710.8438872,O
7,2276.122127,O
8,1804.755691,O
8,2616.550514,O
8,1042.48673,O
8,1597.056591,O
8,1304.361682,O
8,877.5051655,O
8,1914.407431,O
8,967.9389903,O
8,1051.14107,O
8,1433.4529,O
8,1828.276687,O
8,2551.462507,O
8,1747.962881,O
8,1009.655635,O
8,596.1747371,O
8,1908.951508,O
9,2520.414569,O
9,3832.946123,O
9,1533.022894,O
9,2370.395714,O
9,1687.350694,O
9,1264.587149,O
9,3045.820501,O
9,2431.418455,O
9,1416.087192,O
9,2236.30305,O
9,3320.358256,O
9,1557.324542,O
9,2677.819044,O
9,1754.020752,O
9,668.2929759,O
9,2139.874109,O
10,2999.011874,O
10,4616.599435,O
10,1733.195842,O
10,2577.343035,O
10,2015.813575,O
10,1465.172229,O
10,3056.175365,O
10,2447.917871,O
10,1771.104906,O
10,2845.952846,O
10,3418.445651,O
10,4041.116548,O
10,2949.381188,O
10,2051.219258,O
10,793.0236156,O
10,2806.129514,O
11,2861.317023,O
11,4159.338452,O
11,1611.553529,O
11,2372.104571,O
11,1876.780517,O
11,1347.888504,O
11,2874.354152,O
11,2389.998399,O
11,1650.225177,O
11,2594.522958,O
11,3260.428531,O
11,3795.374701,O
11,2480.500355,O
11,1859.683318,O
11,674.5933887,O
11,2587.856468,O
12,2345.896463,O
12,3247.444588,O
12,1455.908033,O
12,2098.579149,O
12,1571.519695,O
12,1120.831565,O
12,2507.86576,O
12,1965.253363,O
12,1386.434611,O
12,2107.047493,O
12,2646.278088,O
12,3116.465936,O
12,1882.766304,O
12,1520.787473,O
12,462.4661899,O
12,2124.317644,O
13,1952.127356,O
13,2315.867978,O
13,1302.134318,O
13,1675.613931,O
13,1152.196972,O
13,882.9119451,O
13,1925.548403,O
13,1593.630482,O
13,1056.754758,O
13,1645.810256,O
13,2245.067412,O
13,2409.943373,O
13,1470.406012,O
13,1086.622459,O
13,494.1736066,O
13,1600.039101,O
14,2596.979486,O
14,3641.234637,O
14,1512.805195,O
14,2217.019328,O
14,1623.12543,O
14,1196.680889,O
14,2685.879252,O
14,1975.934447,O
14,1470.029514,O
14,2183.918842,O
14,2829.6468,O
14,3409.335859,O
14,2045.83725,O
14,1599.075027,O
14,524.138219,O
14,2367.643168,O
15,1968.40795,O
15,2387.692413,O
15,1178.553675,O
15,1638.476531,O
15,1365.803354,O
15,993.7128748,O
15,2033.706909,O
15,1624.445097,O
15,1094.517811,O
15,1666.164305,O
15,2136.830036,O
15,2304.023354,O
15,1421.745151,O
15,1087.739746,O
15,395.8744764,O
15,1657.050157,O
16,1599.83844,O
16,1776.681834,O
16,829.0829454,O
16,1243.588667,O
16,883.7067969,O
16,639.5220851,O
16,1530.362028,O
16,1342.888104,O
16,677.8447213,O
16,976.4629563,O
16,1641.341926,O
16,1677.133222,O
16,1079.107199,O
16,683.1251781,O
16,357.6754713,O
16,1373.840401,O
17,1834.881377,O
17,2280.67689,O
17,979.0998587,O
17,1609.614484,O
17,1147.941319,O
17,893.923282,O
17,1636.246299,O
17,1296.683399,O
17,1010.702868,O
17,1593.06087,O
17,1967.267564,O
17,2350.349376,O
17,1934.000426,O
17,1040.328574,O
17,436.3040569,O
17,1632.239424,O
18,2219.505334,O
18,3105.413742,O
18,1497.713208,O
18,1994.020309,O
18,1350.893439,O
18,1026.101843,O
18,1968.220975,O
18,1470.093407,O
18,1276.835185,O
18,1618.477352,O
18,2286.870954,O
18,2893.408075,O
18,2233.353277,O
18,1387.679057,O
18,564.9717718,O
18,2055.08325,O
19,1688.590647,O
19,1966.990355,O
19,1105.589913,O
19,1429.229957,O
19,1292.277284,O
19,1049.592788,O
19,1465.169432,O
19,961.5390849,O
19,1150.063539,O
19,1416.294715,O
19,1227.533568,O
19,1878.56864,O
19,1354.444226,O
19,901.2099648,O
19,387.3656233,O
19,1471.411866,O
20,1994.859956,O
20,2073.790598,O
20,1162.415858,O
20,1694.240431,O
20,1245.978634,O
20,896.7940415,O
20,1654.21077,O
20,1125.263322,O
20,1050.452609,O
20,1355.457931,O
20,1383.152754,O
20,2173.424763,O
20,1725.821339,O
20,1083.054501,O
20,360.7732635,O
20,1538.388299,O
21,2685.73848,O
21,2770.380502,O
21,1526.962814,O
21,2249.791086,O
21,1496.964523,O
21,1120.237653,O
21,2125.498065,O
21,1523.308369,O
21,1347.075057,O
21,1826.869061,O
21,1853.395293,O
21,3020.913421,O
21,2151.32968,O
21,1411.963791,O
21,557.3056353,O
21,2096.606012,O
22,2050.810908,O
22,2105.236812,O
22,1172.751901,O
22,1762.218046,O
22,1183.97351,O
22,809.5709773,O
22,1625.70181,O
22,1113.72873,O
22,1004.256655,O
22,1334.810711,O
22,1384.825369,O
22,2294.793814,O
22,1596.738873,O
22,1080.873714,O
22,428.8355596,O
22,1704.597802,O
23,1965.820539,O
23,2561.445548,O
23,1433.360652,O
23,2095.451277,O
23,1503.116634,O
23,1005.419214,O
23,2037.547571,O
23,789.2168731,O
23,1346.396564,O
23,1816.677402,O
23,2049.982565,O
23,3250.034365,O
23,2126.865623,O
23,1494.623803,O
23,480.1069517,O
23,1776.189938,O
24,2247.566371,O
24,3165.584126,O
24,1561.838226,O
24,2482.55794,O
24,1821.650379,O
24,1271.399554,O
24,2295.628548,O
24,907.3590564,O
24,1571.800684,O
24,2159.107469,O
24,2061.568107,O
24,3383.720952,O
24,2328.589352,O
24,1625.205622,O
24,574.3589913,O
24,2085.932697,O
25,2185.609951,O
25,3032.732955,O
25,1480.635666,O
25,2303.15442,O
25,1901.198938,O
25,1297.186435,O
25,2305.891517,O
25,1365.724398,O
25,1517.013504,O
25,2162.881024,O
25,1889.42287,O
25,3056.552626,O
25,2081.260836,O
25,1614.586668,O
25,553.6327966,O
25,2017.819702,O
26,2660.676004,O
26,4051.401901,O
26,1726.82273,O
26,2926.678506,O
26,2123.175039,O
26,1416.42868,O
26,2560.337086,O
26,1832.70767,O
26,1683.784332,O
26,2583.942096,O
26,2171.266063,O
26,3492.256935,O
26,2700.387766,O
26,2176.714573,O
26,712.5559794,O
26,2540.092804,O
27,2219.661118,O
27,3711.496417,O
27,1536.290639,O
27,2535.639464,O
27,2012.363099,O
27,1425.870908,O
27,2385.745105,O
27,1736.855526,O
27,1600.74072,O
27,2329.94332,O
27,1929.221677,O
27,3025.186005,O
27,2133.801401,O
27,1722.367906,O
27,696.4227767,O
27,2249.073433,O
28,2455.066653,O
28,4713.631669,O
28,1615.45021,O
28,2913.730966,O
28,2253.899175,O
28,1528.178,O
28,2683.419424,O
28,2162.663384,O
28,1850.607731,O
28,2725.003938,O
28,2124.444248,O
28,3509.130447,O
28,2439.093849,O
28,1986.214623,O
28,845.7199647,O
28,2759.876,O
29,2498.307108,O
29,4525.574905,O
29,1606.091021,O
29,2875.581199,O
29,2158.304853,O
29,1480.852152,O
29,2648.126275,O
29,2058.446415,O
29,1796.156624,O
29,2665.924274,O
29,2171.712161,O
29,3726.456958,O
29,2413.571434,O
29,1938.151786,O
29,824.4430315,O
29,2870.126624,O
