DOY,Interval,VPD,Date,HBON9,HBOS9,HBIN9,HBIS9,HBON10,HBOS10,HBON11,HBON12,HBOS12,HBON13,HBON14,HBOS14,HBON15,HBON16,HBOS16,HBON17,HAON1,HAOS1,HAIN1,HAIS1,HAOS2,HAON2,HAON3,HAOS3,HAON4,HAOS4,HAON5,HAON6,HAOS6,HAON7,HAON8,HAOS8
164,Day,0.714542172,6/13/2017,1049.400773,1638.829741,924.8022421,662.6444563,1315.621812,1102.47603,1600.838845,1341.059103,990.1141532,742.0401754,1417.387584,1554.433635,1332.27087,1005.184557,1271.419547,1735.090737,1140.567868,866.3247017,1102.736352,742.4080073,750.793446,1052.85897,662.8930285,940.5277062,1806.43256,862.8435308,870.6235062,782.4785542,1345.766832,1250.784744,1009.253073,706.7312084
165,Day,0.997097288,6/14/2017,1459.854005,2172.975823,1224.656363,885.4246328,1952.677851,1603.203576,2266.623356,1926.021341,1353.794186,1022.591659,2081.957142,2318.87418,2044.77735,1311.654586,1756.575382,2405.330832,1597.985834,1191.583428,1605.95506,1088.45011,1024.944394,1507.893373,860.3995263,1293.040034,2717.056105,1238.569359,1214.710497,1052.627794,1411.89194,1478.253472,1087.984329,687.334254
166,Day,0.524181966,6/15/2017,1090.340243,1655.562066,972.7342809,726.3432983,1385.747133,1166.276084,1724.619784,1452.901993,1047.533878,781.4378563,1468.845701,1760.078061,980.3511571,1104.928203,1378.152484,1843.537875,1331.899245,955.8432265,1248.188918,873.7675743,808.105378,1210.017465,740.3474752,1039.941381,1925.729007,958.1031136,956.3831221,937.4956838,881.0288782,1389.196959,1266.676647,920.3947682
167,Day,0.384582186,6/16/2017,676.3836722,972.4776982,663.8062393,471.628605,808.0403175,621.0981573,1091.147843,993.4072614,756.565464,435.3622439,818.612882,1050.113038,3801.952519,758.0687503,836.9356186,1352.60099,874.9614251,629.6298317,856.3115314,552.8468606,487.8963476,768.0978994,666.3403954,757.0789197,1077.248689,666.9756315,731.706023,695.7672825,780.2718748,854.1062249,917.3219688,702.4371782
168,Day,0.554698333,6/17/2017,998.258202,1573.711175,915.5951302,647.0241058,1205.14115,953.7670525,1459.681383,1300.234781,971.5696898,753.3489745,1306.683186,1610.88675,994.1608525,928.9052906,1158.715179,1757.863945,1123.148062,886.4237061,1170.454937,794.4790637,688.2243596,1060.813409,779.402954,1005.885948,1673.367705,912.0515818,935.0011937,1023.005713,757.8923308,1240.852044,1110.614483,883.0119001
169,Day,0.837293333,6/18/2017,1227.792219,1578.291551,1075.692215,754.2715477,1456.190376,1220.778709,1819.989365,1535.586713,1069.266238,885.5415789,1635.734353,1932.305164,1068.352668,1093.916995,1501.542544,2038.298282,1281.173812,999.0504705,1302.949537,914.0315354,821.9221853,1156.153554,777.771285,1128.461393,2067.645581,951.3428768,1014.170883,1096.307363,749.7288646,1432.133285,1204.522363,969.702967
170,Day,0.445598,6/19/2017,1107.354482,1383.295521,1014.416696,746.1816829,1229.550111,1073.829625,1514.643156,1313.817542,989.2132817,783.1178448,1376.849208,1659.482572,1183.207819,1057.460941,1310.163722,1720.334475,1249.92576,1002.154997,1217.381953,903.7632746,802.2770311,1078.89391,913.7968231,1082.83639,1609.067453,907.8041619,991.538583,1060.641994,653.646977,1318.461233,1061.973942,974.9828713
171,Day,0.571383617,6/20/2017,1042.093099,1344.481364,934.8874294,649.5212872,1204.524221,1010.913291,1462.298178,1263.816589,922.1813645,660.1973413,1331.35329,1586.413278,1058.280191,1015.43916,1283.822998,1795.95325,1221.902042,889.8289722,1142.261842,768.6629097,726.9240652,1068.602128,889.0762597,1042.51126,1609.30493,796.2528764,928.4451569,966.1824842,752.8154537,1293.147303,972.5440187,885.8949342
172,Day,0.771952517,6/21/2017,1335.583596,1813.362315,1169.23253,828.4131039,1647.94022,1406.660032,1968.786723,1713.236728,1214.544644,974.2864702,1854.628779,2191.319644,1188.777175,1247.433537,1678.886699,2349.334179,1471.265659,1112.89555,1465.609,999.0076311,961.5120869,1369.492813,916.7630438,1264.395921,2274.311661,1103.052584,1139.89312,1238.524522,946.5828178,1628.408766,1286.321992,1061.911361
173,Day,0.579440333,6/22/2017,990.6048721,1311.248341,854.3899158,610.7253452,1246.78753,1052.554164,1504.125761,1266.070916,917.8018367,745.4181141,1345.369266,1582.94324,869.4403654,988.2548199,1270.133303,1801.843416,1166.424967,802.9641317,1063.796727,726.8344695,683.9753188,1013.646873,706.086093,963.3647521,1686.543164,798.3911288,848.9370521,881.383135,684.6575845,1246.692334,945.2512169,799.2516955
174,Day,0.638787667,6/23/2017,1057.501005,1461.477012,935.4360045,650.1595666,1248.16428,1103.011154,1463.95047,1289.586558,969.0026514,854.6568851,1419.168854,1726.027262,1162.431128,1145.941802,1368.159688,1924.588976,1159.670946,889.0402392,1095.068105,726.779138,715.640729,1029.285234,875.1592427,1003.101703,1576.741652,895.2111097,911.327765,1083.697835,761.2035131,1357.446255,943.1166008,876.4546063
175,Day,0.892005983,6/24/2017,1547.077382,2120.196394,1310.907051,937.6995828,2004.925916,1618.611018,2323.10852,2001.700836,1361.301698,1102.969142,2062.843551,2536.944186,1220.651502,1471.292315,1885.674995,2839.51053,1771.237056,1255.374418,1659.290746,1127.822665,1043.504181,1539.802218,992.8172943,1426.993684,2646.532343,1249.861185,1255.326471,1326.13398,982.1825915,1909.123935,1445.775131,1216.399629
176,Day,0.816403333,6/25/2017,1480.585716,2109.388917,1237.783967,942.6255665,2067.588466,1632.872693,2231.128985,2011.936596,1332.434122,1074.806339,2040.098216,2523.633511,1065.106674,1444.262034,1821.70049,2792.620419,1798.883731,1260.205696,1628.791569,1110.758869,1011.987133,1549.20714,941.5521552,1350.182813,2752.661128,1294.248222,1255.760937,1256.759496,937.8452293,1848.342222,1340.250939,1138.383984
177,Day,1.176551,6/26/2017,1669.789584,2561.707416,1326.772768,1052.478395,2507.700555,2045.511146,2713.32117,2504.666503,1504.227501,1447.033784,2617.355952,3121.175902,1022.684334,1641.936025,2115.724927,3172.336936,2080.087117,1407.486022,1890.514895,1288.045483,1205.619042,1869.638645,902.1585106,1497.343122,3972.480593,1659.893291,1467.582442,1420.997053,1180.792208,2336.786686,1678.492314,1296.413413
178,Day,0.842164183,6/27/2017,1573.6282,2289.825172,1347.82605,1033.399101,2190.050481,1772.941879,2352.073479,2120.901182,1443.126804,1184.560468,2182.724396,2632.509873,1154.961833,1658.514068,1963.383362,2961.208191,1950.965119,1400.400518,1800.636726,1220.848347,1149.315799,1733.464561,1041.643503,1463.810747,3061.199864,1476.530473,1397.673356,1260.811922,1131.13434,1994.957958,1418.359125,1171.674696
179,Day,1.021884333,6/28/2017,1816.85925,2679.90377,1410.019344,1133.804156,2567.834256,2163.643855,2801.081656,2540.809228,1866.684908,1454.779207,2742.824579,3226.825471,1346.86859,1761.225852,2244.978023,3219.249037,2180.16864,1502.784081,2047.698126,1394.557694,1288.699083,1936.589314,959.1642549,1554.753491,3972.778204,1730.026816,1519.755297,1398.663275,1495.125065,2448.648381,1701.019041,1307.426036
180,Day,1.050529333,6/29/2017,1755.015855,2600.985974,1381.160478,1083.256195,2501.410807,2085.926115,2875.317067,2513.823681,1531.539712,1457.430072,2650.04105,3164.745215,1377.0698,1648.16907,2222.125301,3145.312731,2072.717938,1446.930961,2009.126171,1362.691559,1272.189294,1823.701615,903.7786023,1520.432179,3913.621916,1654.34739,1495.286543,1329.252967,1322.496037,2126.137346,1559.639582,1115.635389
181,Day,0.618151927,6/30/2017,1150.988487,1622.919218,987.0051619,740.6985344,1432.479269,1214.922247,1716.078834,1438.100243,736.1452154,849.6219352,1584.389103,1834.68191,1019.976067,1194.653134,1474.519573,2145.767968,1361.292864,961.4556368,1270.73526,856.232109,824.0330324,1177.68489,797.7960946,1099.346725,2066.287945,973.5991948,1039.920664,1002.328117,959.7676906,1361.525214,1072.582708,840.0829382
