DOY,Interval,VPD,Date,LAON1,LAOS1,LAIN1,LAIS1,LAON2,LAOS2,LAON3,LAON4,LAOS4,LAON5,LAON6,LAOS6,LAON7,LAON8,LAOS8,LAON9,LBON10,LBOS10,LBIN10,LBIS10,LBON11,LBOS11,LBON12,LBOS12,LBON13,LBON14,LBOS14,LBON15,LBON16,LBOS16,LBON17,LBOS17
254,Day,0.324364118,9/11/2017,994.4000541,0,262.1698171,104.7049214,619.4775194,471.6148889,604.93659,302.2550567,695.5094704,358.0280374,991.6004812,932.9786821,699.9490264,937.0445217,446.7498625,243.1294181,406.8781002,548.3213483,177.6624192,353.4968576,73.76670087,348.8018784,895.0879984,286.3146462,965.8395913,406.8987671,448.4647266,564.6381587,233.5189977,335.0451319,414.7071223,462.604579
255,Day,-8.71E-18,9/12/2017,252.9637557,0,50.6997877,23.37922805,88.03339454,48.28100389,310.4402314,61.31784821,29.40180514,129.4828671,111.0290749,68.39609656,43.18099134,69.47158722,88.88419001,127.199983,137.3774715,45.98065902,64.06790422,2.985290113,67.13343882,78.2874951,56.64302305,51.84145662,121.8856338,71.80594716,202.9422175,63.73846444,24.9281781,54.79560256,27.21371141,58.67779183
256,Day,0.568570451,9/13/2017,1981.228471,41.71751489,464.3946368,314.2513533,1303.709781,1365.14875,1777.285567,832.9443292,1099.196489,826.5064586,1741.081905,1630.298306,1383.565806,1807.31109,1034.884152,1036.404736,1028.976405,1974.973932,451.6966009,771.2357041,614.509896,967.4100163,1566.114208,826.4291498,1653.42042,1232.674773,1053.510806,976.5024654,718.9554993,870.1479049,950.9031852,1347.088621
257,Day,0.616387451,9/14/2017,2111.267616,327.1229975,571.1524759,326.5243305,1522.597609,1463.386677,1738.728665,810.2608197,1087.429884,955.2779492,1813.428718,1832.318916,1348.772564,2058.960022,1137.196747,1043.611834,1003.285977,2065.940225,302.8915398,687.1174164,501.0702359,1021.694904,1753.939835,850.732054,1808.549696,1421.574902,1191.917931,1144.101184,801.4205538,946.0441124,1064.668972,1443.033536
258,Day,0.554278627,9/15/2017,2197.765721,348.7399737,637.7388394,344.1622226,1634.040123,1552.995654,1771.600557,805.7302678,1071.532453,1121.64708,1800.461536,1960.397918,1360.36154,2205.053674,1176.123047,1095.615353,1014.279256,2031.961832,583.0781232,611.7499743,440.2855746,1025.08488,1838.671878,836.6971292,1918.394113,1433.576595,1200.711571,1119.555717,775.8468203,939.6236848,1049.48094,1434.470562
259,Day,0.826978627,9/16/2017,2370.643339,153.637151,713.0509289,413.2403288,2096.988447,1921.272727,2053.772311,923.7039139,1163.716473,1485.156474,1956.891708,2295.861907,1559.760524,2670.044661,1487.329351,1366.52268,1216.663824,2828.875783,530.0193151,724.2319485,624.6339263,1391.591638,2233.981122,1120.930675,2563.739815,2032.675165,1639.671093,1467.202728,1012.798769,1280.358909,1288.55612,1975.615062
260,Day,0.724632745,9/17/2017,2148.22288,199.0908808,637.2898589,380.9361565,1965.623497,1742.08889,1802.665807,854.2021071,1104.065696,1280.578349,1742.358176,2060.087898,1421.686898,2413.665541,1346.737486,1254.933323,1100.671225,2503.619389,462.9293855,649.493779,550.3865974,1260.675938,2081.767492,1023.722819,2286.50196,1845.45671,1502.496132,1430.673926,943.2358956,1159.501504,1186.537324,1848.526275
261,Day,0.768971961,9/18/2017,2381.438989,87.11829278,691.4780819,411.2864252,2064.103988,1878.644019,2024.96022,951.2346888,1240.130577,1298.584344,1982.189978,2286.942001,1596.83391,2639.331154,1474.831882,1405.677608,1243.333227,2765.8421,476.7022681,727.6530723,570.3686633,1311.29827,2252.167502,1105.651525,2411.589815,1954.72446,1582.556612,1531.167815,1035.434533,1266.250274,1309.802011,1907.112033
262,Day,0.682391176,9/19/2017,2203.345514,827.2166051,690.595604,386.882722,2046.615441,1833.191491,1864.306796,855.7301499,1007.610435,1342.439554,1726.858953,2185.745207,1410.592961,2559.53828,1419.477289,1175.027906,1054.521012,2625.79898,420.8874557,600.5207833,518.0326143,1273.812772,2167.191155,1087.172029,2425.760116,1994.120153,1611.421836,1385.769908,972.7677526,1219.672317,1207.571617,2150.425942
263,Day,0.60972451,9/20/2017,1874.876977,735.7669317,600.7627995,334.5591302,1867.10128,1605.47589,1564.180018,715.076015,779.8139202,1271.692084,1418.688084,1879.149986,1193.952344,2286.7283,1254.7953,1023.315486,854.1327745,2461.831408,324.324706,473.8514399,428.790341,1099.541799,1900.60043,960.8106933,2225.340634,1813.230835,1478.884233,1185.881139,857.1001183,1080.80658,1050.743144,1695.6813
264,Day,0.994532098,9/21/2017,2571.334376,592.3072175,791.0946025,456.0569646,2641.795771,2317.712184,2198.713032,1012.785144,1191.944239,1748.443696,1949.347221,2643.776618,1691.877305,3182.93332,1791.855873,1698.497165,1275.283375,3518.362394,543.7470467,717.0648791,636.1564554,1632.293529,2690.103028,1383.827031,3128.653193,2530.146725,2004.168505,1763.109994,1217.123136,1569.721718,1493.217106,2419.853885
265,Day,0.829929412,9/22/2017,2337.632717,463.4777704,709.3615469,415.0353599,2179.459403,1955.208153,1913.21502,922.8367705,1086.301866,1404.626946,1826.503486,2320.896243,1535.945402,2719.905973,1522.729576,1258.570802,1228.583433,2887.744918,478.942618,681.6487716,557.109075,1347.390312,2319.006557,1160.217,2546.517856,1863.254913,1515.536875,1484.392444,1022.694289,1326.16144,1322.2935,1968.487769
266,Day,1.19971549,9/23/2017,2548.695772,740.7645458,771.5155004,464.4364085,2523.725812,2242.111124,2127.590756,1007.614973,1179.57069,1700.655464,2020.94936,2668.887107,1732.252192,3173.645992,1803.622826,1656.643942,1355.434161,3492.973293,683.2957109,758.1074325,666.2040976,1672.217537,2648.666953,1379.387051,3060.004645,2135.179603,1939.664769,1759.737249,1201.491846,1571.564518,1526.529651,2368.519316
267,Day,1.13977549,9/24/2017,2596.114826,284.2439959,795.0083465,452.6767479,2615.997559,2303.563148,2131.442162,999.0605989,1196.079964,1888.847136,1997.973724,2854.85491,1686.432351,3208.528396,1850.757343,1705.01572,1329.802923,3396.287242,625.3865637,731.030108,637.887645,1632.268722,2688.163644,1385.57308,3131.599098,2114.984712,1812.061181,1763.934898,1190.176986,1570.113722,1484.607132,2561.823943
268,Day,0.936037471,9/25/2017,2453.154055,943.7813673,682.6533347,399.8164909,2115.528319,1992.885901,1972.202835,961.1423489,1321.967588,1396.131402,2015.266718,2315.113242,1709.991849,2707.895101,1556.824623,1563.334378,1391.268393,2894.323004,635.1514901,784.9125207,573.7175585,1386.312024,2436.867844,1216.042998,2474.035518,1744.150804,1716.464559,1534.827692,1081.917331,1366.155659,1413.252644,2082.053131
269,Day,1.187174961,9/26/2017,2582.477885,936.9932512,737.5575912,438.2625267,2403.772793,2211.834312,2107.421076,1019.382076,1305.912782,1588.729321,2142.4048,2754.561657,1820.809908,3003.595931,1828.30121,1753.361904,1518.6866,3397.429431,693.871338,849.8488277,683.5650468,1707.466285,2808.278081,1367.648572,2971.110129,2043.105754,1850.026858,1756.235579,1179.790797,1567.682415,1513.385692,2573.473987
270,Day,1.59356949,9/27/2017,2762.061913,206.9646089,826.4322219,512.0295574,2619.538227,1995.724822,2421.005389,1118.536095,1417.408981,1667.42706,2136.937934,2907.542853,1863.307374,3340.026664,2385.716594,2086.491098,1451.598635,4516.636455,640.8599014,841.857704,714.264852,1526.624139,3142.676394,1648.812333,3522.396581,2669.70457,2055.091136,1978.441761,1371.708231,1932.058046,1735.150045,3132.900378
271,Day,1.421469412,9/28/2017,2655.985204,345.9946778,737.2493917,492.7665676,2239.031719,1691.074191,2370.121987,1072.058373,1787.224014,1549.529546,1989.823491,2018.761511,1862.302227,2902.271712,1943.486426,1990.14007,1228.759468,4218.310386,633.805367,769.6669491,605.6515589,1173.557936,3022.429262,1587.198321,824.5904752,2770.094718,1972.500324,1959.129573,1331.483639,1859.642376,1718.200608,3005.2186
272,Day,0.900248141,9/29/2017,2849.945079,591.5467687,754.0834973,472.8348965,1802.010922,1556.902466,2176.64429,1022.327702,1880.721683,1537.19387,1974.430834,2329.74595,1659.5919,2418.130734,1669.04006,1931.453532,1006.732908,2595.812837,480.0416018,701.5366202,605.3520156,1108.948084,2316.42945,1317.367384,994.7831096,2007.703042,1775.119405,1633.631537,1019.053111,1453.516829,1432.52566,2192.796394
273,Day,1.159533647,9/30/2017,3275.032292,493.6457681,942.9094281,555.1546608,2114.008141,1932.216365,2623.660872,1158.89865,2065.6817,1688.637793,2163.405033,2755.684922,1901.772447,2904.736366,1990.392949,2606.559585,896.7590215,3307.278292,651.5445769,720.3729085,666.0166217,1382.759705,2746.238545,1625.898718,1277.476312,2440.638423,2003.154601,1878.869339,1219.14162,2548.848641,1647.75982,2821.154826
