"DOY","Interval","VPD","Date","LAON1","LAOS1","LAIN1","LAIS1","LAON2","LAOS2","LAON3","LAON4","LAOS4","LAON5","LAON6","LAOS6","LAON7","LAON8","LAOS8","LAON9","LBON10","LBOS10","LBIN10","LBIS10","LBON11","LBOS11","LBON12","LBOS12","LBON13","LBON14","LBOS14","LBON15","LBON16","LBOS16","LBON17","LBOS17"
202,"Day",0.484977931034483,2017-07-21,1551.5337150081,141.1719116742,567.694164006,392.0346168741,1617.5779738641,1688.5091879487,1680.1864695522,997.4183695407,910.9010586771,1211.8669568226,1424.7348378579,1575.9315676134,758.5343714889,2193.0461673237,1448.6055452649,1288.1256119676,1052.5128527493,2061.0299660184,688.1943672279,690.9598363779,706.3120022418,1144.7989673274,1974.6657413109,874.2517250697,2457.1972161243,1809.9160403967,1154.4265691802,1632.0587919174,934.8406095465,1218.4544960676,1311.5047556601,1447.1164890522
203,"Day",0.744355689655172,2017-07-22,1902.2274581688,278.9289896373,700.0974089172,442.2411902673,2049.1894738962,2109.8243503656,1980.2213355807,1232.8962400395,1395.1102714902,1237.3922113605,1627.3972064502,1656.8914797324,207.8020972674,2610.8707758966,1770.4370350404,1060.9897505076,1703.7716243805,2654.0572239225,995.2295488596,1008.8696190942,830.460261987,1428.6119871843,2404.5186501477,1094.7884287689,2864.0275524072,2060.4454358103,1515.0387210741,1866.9801211191,1155.338767791,1475.6128265259,1567.8172774665,1730.3726215395
204,"Day",0.925861379310345,2017-07-23,801.5658119784,522.8008221222,854.9396661024,555.0448175163,2446.9799652513,2389.5562834917,2139.3126458469,1523.1745815507,1457.1150858972,1616.8703634432,1857.3187101381,2053.4203539432,389.4866124705,2935.4944870521,2162.9627960742,1505.9430938331,1814.5661040972,3084.3994636863,1080.783905454,1144.3865225868,1048.4678658744,1640.6717848281,2837.4929543043,1266.3418431699,3342.2361940017,2558.9791618938,1554.8582080242,2254.6719014778,1407.6802546317,1935.2548883088,2123.3869742565,1999.0462947174
205,"Day",0.933189827586207,2017-07-24,2209.431131892,546.6305226636,870.2360633475,559.828138599,2471.8033846044,2410.1492422221,2267.1121968117,1536.3011487888,1607.2292426346,1718.6311704384,1941.976856772,2147.0169781701,407.2397393826,3120.2454074211,2321.3814199893,1374.4814192253,1947.4676342361,3310.3054847448,1100.0279066814,1096.3092464046,1095.8314459734,1717.9124392278,3007.0647591066,1358.6599141128,3187.3102822593,2675.6195811282,1625.7299509485,2389.413657582,1491.8048270199,2023.4654313759,2220.1727357979,2090.1645036756
206,"Day",1.25896362068966,2017-07-25,2574.1615987728,327.7331892396,992.1807446733,658.0180688157,3134.7938237553,2806.7023136304,2959.6653998415,1750.7185315452,1732.9267664019,1925.8069275288,1949.8859493372,2297.7608277573,244.1612259864,3516.2182953999,2496.769846443,1398.1521817863,2140.2780346242,3616.1617473792,1128.6472976163,1275.3074232342,1198.1319984639,2260.6719143652,3380.7303096633,1562.5529377812,4121.5108264101,2938.9796664867,1787.3385233013,2619.7560787752,1560.3514525926,2098.3369095396,2154.587427045,2338.0315118586
207,"Day",0.841263965517241,2017-07-26,2253.6043792659,403.6171010571,794.3330052198,556.3257683292,2189.8922473818,1944.1112206158,2257.0392915729,1436.2000546059,1860.5089333521,1439.356508613,1938.3646473396,2062.8888276303,300.6947402874,2948.5647632349,1920.8382746301,1144.4674967217,1760.3912588715,2720.6173477134,1050.6773749743,1103.8806371745,841.3617799287,1411.5619195488,2742.277457979,1308.5056176669,2979.723617226,2246.7167910954,1707.7288522419,2097.9696073617,1186.5849825699,1552.1049773775,1802.5300347741,1761.660825093
208,"Day",0.489985413793103,2017-07-27,1820.6721067752,706.5790410123,666.6591160728,418.3857666873,1856.6511655473,1600.6543327368,1924.5885555915,1181.7868123044,1353.9871760967,1106.1400681107,1612.990006821,1690.770686535,1233.8961705243,2453.8569985737,1558.3258532412,966.0651745221,1362.5523394515,2141.0614430766,821.1476200365,816.9728981229,626.8698895023,1085.7378359313,2123.7275817729,960.8083053579,2322.2807330355,1924.6248544509,1354.4520498513,1696.7306118024,931.1383073601,1242.2439402426,1399.3200540918,1456.4352277278
209,"Day",0.196000189655172,2017-07-28,833.6784233214,155.3977787634,300.6184315248,192.5763684399,810.8688535659,670.4490118653,884.1843127845,517.4566478856,680.1047686413,499.777559154,731.3038846038,806.3270402544,776.9214174285,1096.8764889096,685.6425369126,388.4501051388,576.6463981143,966.3273555903,395.4416933313,376.7972699475,195.1726182318,406.7616327696,959.2655958126,405.5791676148,1007.3174115168,807.8471277129,607.4310087216,701.1891169839,382.7743626618,541.8144028062,615.9947320818,623.5849589175
210,"Day",0.412598879310345,2017-07-29,1812.6844828965,659.121175836,537.8671950048,394.5716329635,1245.8387860335,1298.4276409803,1786.3059583782,1044.6199973073,1625.2991951463,826.4905659045,1733.0670698562,1611.5474534427,1676.5093324359,2037.5059922028,1338.6393831465,832.5722907063,1286.5018202064,2031.3002955231,1001.5567313814,927.7563473172,496.4342823783,882.1292389299,1716.9445282158,879.6972098673,1775.4510918744,1332.7384607136,1316.482919163,1229.250615102,806.1368412744,1045.1771697996,1307.6666566992,1220.0968643616
211,"Day",1.36515068965517,2017-07-30,2834.1996828417,1151.6418692649,1007.2891015119,672.6592836333,2673.5939508861,2483.4536914455,3050.1969626826,1717.136570565,1976.6317980078,2135.6794204713,2309.3221246029,2652.3070816005,2188.7800114455,3642.1621416747,2398.8158417556,1406.4303116826,2111.463110601,3545.714132298,1291.1047034085,1305.9921860496,1141.5539086848,1954.3270308975,3184.4920511637,1613.2523577633,3789.275832234,3091.7094772284,2153.2234955364,2555.2449132309,1506.1751598357,1966.7253049263,2107.3832050158,2372.5388435202
212,"Day",1.29912072413793,2017-07-31,2746.6753714596,1103.1298720641,1121.9316696243,688.6996833888,3443.3755737912,2832.5020116267,3092.5413992646,1724.6951491932,1488.5288699598,2648.7745316766,2009.3604003621,2643.0899920821,1930.8207157371,3915.1248408171,2535.0872452101,1472.432693292,2111.3060589837,3762.0239072679,1020.0549210732,1055.645714574,1219.9415114583,2142.7543078785,3413.5565778243,1619.4163581252,4456.1960753391,3541.8756291237,1970.8220240181,2880.6219806463,1559.2914812232,2073.8788865415,1995.0173120799,2620.6333929864
