"DOY","Interval","VPD","Date","HBON9","HBOS9","HBIN9","HBIS9","HBON10","HBOS10","HBON11","HBON12","HBOS12","HBON13","HBON14","HBOS14","HBON15","HBON16","HBOS16","HBON17","HAON1","HAOS1","HAIN1","HAIS1","HAOS2","HAON2","HAON3","HAOS3","HAON4","HAOS4","HAON5","HAON6","HAOS6","HAON7","HAON8","HAOS8"
192,"Day",1.45217853448276,2017-07-11,1547.5168558854,2303.4894858018,1304.5092111522,1025.5714382583,2105.3567852748,1924.0452878832,2511.5961728403,2247.6607777341,1416.7287611775,1201.4685143415,2332.106015175,2557.5139288296,1085.5975495329,1520.1880035804,1970.5236953553,2682.6265354878,1753.6527313515,1267.2494470989,1774.1961883791,1226.6729101332,1179.6451363989,1602.2358675585,946.6400089251,1437.7605148368,3010.7884228983,1465.325861634,1315.0257772014,1443.9558735747,1149.5688386085,1948.3247928114,1480.3899806421,1194.3249463251
193,"Day",0.936579137931035,2017-07-12,1391.2714862712,2120.2347833334,1185.2369500266,961.8207097365,1945.5680554659,1737.7155465102,2365.1730117666,1999.5214758147,1323.2897489124,1075.0586639562,2045.1320132211,2258.5491999171,1046.9535679899,1390.0013501895,1761.5627332641,2493.7589221848,1680.8461282944,1127.2464463491,1620.6840595062,1141.8213479139,1075.3900894278,1458.3380595597,874.2832089138,1324.3823961867,2679.4371832839,1276.4110599117,1185.0622928856,1266.4466851878,927.0014220072,1800.2680385436,1366.4476067058,1121.391873306
194,"Day",0.624516431034483,2017-07-13,1220.6359365498,1886.8663251765,1080.6890364216,915.5835059346,1717.7113214199,1532.2199058063,1879.7320861128,1565.5636368756,1146.9293752482,864.2042959536,1620.0509803155,1823.9368212261,1029.0763341846,1250.968093182,1534.0546385217,2170.8839321433,1455.3644113539,963.2764851642,1354.4115400323,965.7888448734,1001.2514724018,1328.4906170526,840.2596873407,1137.3266769039,2149.138711251,1076.7975046875,998.8005484224,1039.9699599408,770.9507558559,1433.616099804,1098.3951813006,970.038018774
195,"Day",0.319739620689655,2017-07-14,805.3730206425,1332.4483330596,700.6432231539,579.3561426024,1078.0780881897,953.2290858174,1337.3203328487,1016.2781327124,842.1510547062,551.480931396,1117.4406974577,1237.9342883166,648.2474932374,876.0357907605,1036.003188852,1533.9674645289,1031.8059730215,648.68134986,912.6298417158,641.9313897165,615.8243445057,878.2739095932,642.0027838527,817.0108468965,1376.2697630931,675.1883675565,685.5665371938,684.0443391696,532.4523181029,1009.0809423558,770.649146919,693.6483434319
196,"Day",0.738659827586207,2017-07-15,1278.2738301984,1880.6785611795,1086.216740649,829.3794199254,1641.3845369094,1472.4384132888,1977.784568343,1680.9368625036,1244.8553043798,916.6389398442,1823.6125204452,2032.6638492297,1864.026222201,1300.0540671648,1622.1265372584,2229.9017059872,1504.9388001321,1095.502834017,1543.968812151,1054.303084638,931.7545526025,1360.2063309381,935.5655642481,1283.9255230599,2308.3962151968,1151.8157577888,1130.6122070193,1249.8128494668,975.5407946574,1559.9034785574,1225.453610016,1068.8061385143
197,"Day",1.04944551724138,2017-07-16,1620.777115908,2590.1235054531,1339.6727022966,1091.0073752766,2311.9259047353,2054.3581701765,2578.0762756476,2308.8925416744,1622.0445186888,1294.6287840453,2465.1056090178,2757.1534193358,1358.8018858566,1671.4898901756,2102.1177817107,2823.250632462,2017.2567011616,1425.4761489723,1982.4508473858,1365.6244233231,1258.0577896005,1828.8337255443,1140.9890470281,1599.628939569,3263.6444672601,1607.0678187588,1446.4190029608,1625.6847840228,1316.0569173525,2146.8298835763,1642.8251744613,1397.4111519633
198,"Day",1.01159810344828,2017-07-17,1443.8540537451,2391.1498622979,1145.1417359958,1003.1572103634,2209.8892567896,1985.5528052562,2473.7658602328,2184.9807402927,1476.4788133776,1205.1427475097,2301.725285775,2530.164213855,1138.7932114806,1495.7710341957,1936.148042124,2575.3718279502,1868.7786972696,1218.0699554508,1747.6028382546,1208.3333236038,1134.9766701585,1606.5125368092,885.006031149,1358.0465319036,3212.6571647829,1458.5020885836,1241.5169588103,1318.8053480544,1088.8431420123,1949.2686598536,1459.6708107897,1145.5201545318
199,"Day",0.605326431034483,2017-07-18,1120.096666296,1914.1354981962,957.3667613406,843.3476189253,1675.4681390841,1508.3083763541,1955.8460512413,1659.9461132466,1263.452127291,897.4406767842,1690.6886868384,1845.4907781675,859.9391974854,1233.114084441,1517.9752195236,2147.2713247104,1494.9564783489,955.4901862446,1341.8005965831,914.2141968081,896.2053619347,1262.4854351085,815.5123682913,1113.4712518587,2229.0177450141,1075.8880865448,983.7799618869,1021.2626819322,817.2577383237,1497.7325463894,1118.7957938742,977.8024007901
200,"Day",1.15819689655172,2017-07-19,1464.6406695003,2523.9371861349,1178.5653714177,1057.8946031244,2301.5930118984,2177.7826750569,2620.2499737561,2331.4029446493,1610.5961746485,1279.5839721999,2384.117208684,2616.7576324959,1045.7537911641,1512.9312446754,1952.854409205,2643.634126242,1960.8798157461,1249.2220330332,1842.7062268719,1268.2622737512,1188.3905450532,1643.9510902887,910.1491592643,1426.869963558,3307.1567606766,1509.8109205446,1253.3858846082,1417.1329336869,1556.1794532915,2052.1481002308,1521.6385960719,1250.1986548176
201,"Day",0.93102724137931,2017-07-20,1351.7406573957,2318.3746537923,1089.5460546762,1010.9332395729,2132.0239981248,2000.7087033564,2445.090764292,2168.0863100154,1524.3518723643,1199.7678021822,2160.9572909427,2328.0550580295,981.3307035177,1452.7900733472,1802.694109599,2500.2862401024,1839.789728631,1142.3058724386,1715.4889664823,1183.7637455247,1135.6275989979,1540.8337459977,832.929751089,1354.1422283694,2940.7174564959,1344.751456716,1169.4526578036,1271.0786015709,1072.9174475709,1899.0741233142,1329.5863448289,1113.45936408
202,"Day",0.484977931034483,2017-07-21,850.3207302708,1486.7846432811,652.092998787,623.6657808759,1271.4604207497,1212.334526997,1526.3885774556,1314.9756247311,946.5027601203,778.0527992034,1361.5557229989,1488.5540048682,586.1297493792,887.4334692108,1143.183533796,1561.3277991624,1130.4789526386,706.7001577743,1086.3268727022,746.6349284541,741.8149935003,971.6219628066,542.4832762803,859.1439608046,1854.3876205896,846.2674462842,743.182728948,841.5181902303,710.3255043627,1267.9269797115,887.1814813023,727.4873875869
203,"Day",0.744355689655172,2017-07-22,994.5028752426,1637.3968853184,836.3212712028,700.81939368,1325.9475502092,1298.4069907476,1680.8632486047,1470.7289355444,1047.5436889692,790.88209632,1492.0856520471,1622.934039762,619.1392405554,990.4215490236,1263.6876007125,1807.8361853526,1262.956366377,843.3298830429,1260.9192956814,872.4916683378,800.7716542122,1075.1924576484,692.1039856041,1024.4207887929,1926.6058400994,887.5018059507,899.6678988858,1010.4353288487,852.9084610821,1285.5877579953,917.9309913858,881.6469244857
204,"Day",0.925861379310345,2017-07-23,1070.4071023956,1834.4900668122,906.7450845483,798.9919482204,1562.7688911855,1512.4738461075,1839.9785882364,1638.3787428348,1223.1339332643,898.4220996474,1704.452067405,1840.3874940987,677.4734593053,1128.0868958259,1417.656527487,1931.7414284118,1369.0556728938,937.9038368835,1381.1390086473,967.3676453151,901.9556691174,1229.0111441568,758.8805303025,1157.1188489334,2132.3914696737,1021.5767545146,994.5422169399,1190.4464172114,1004.8558207761,1459.2129759486,1020.5219599281,976.7773892952
205,"Day",0.933189827586207,2017-07-24,1100.1967875738,1940.8754593026,923.0582485827,838.4187679785,1675.6698635217,1609.6843631745,1965.1945407426,1749.8633194953,1321.9687936017,941.5187634771,1748.0751538032,1909.1539956069,581.9177711871,1227.3479092539,1495.8476553051,2029.044228489,1510.1692819884,987.644284362,1457.3097259011,1014.4692052533,959.3679932118,1301.5020081051,768.4933138794,1208.5414444854,2221.930847547,1101.1553809245,1024.0392277161,1257.5144985363,1061.4679882038,1570.4349277401,1159.2063588843,1038.0468584493
206,"Day",1.25896362068966,2017-07-25,1501.5888596538,2709.8711921592,1237.7037743631,1263.9132341433,2449.381780494,2377.7297075592,2385.9598826898,2166.9711669846,1637.4294429534,1258.6021924257,2158.3812776526,2423.6739842238,1456.8160167279,1679.0856811686,1968.0686246187,2688.0524435115,1900.7899923609,1179.982174104,1733.9017782312,1237.1245643142,1303.3569815856,1717.7799304638,924.1914474315,1426.0009624668,2939.2135785612,1360.1359859472,1206.713544939,1445.2688522349,1219.9514382009,1931.6948476887,1357.4043607482,1198.4864227209
207,"Day",0.841263965517241,2017-07-26,936.751015746,2044.4318165142,853.9828093341,985.1011443162,1848.4269753033,1702.0402814808,1811.0769066297,1552.9239096111,1457.9889395868,925.3890558099,1584.5274016704,1754.1726590646,732.291465051,1294.6248167508,1374.8809367628,2050.1484647652,1549.9405286172,905.4429598872,1300.4689501512,868.2779521665,890.9147141181,1241.0998031196,945.654485247,1147.6768558167,2026.8493135344,978.5728543185,962.9978998734,1133.8184056194,957.0561162084,1541.8394153676,1073.9643223023,977.7438267246
208,"Day",0.489985413793103,2017-07-27,599.8351205799,1399.6316633481,533.3410773261,591.4449996408,1200.2410368216,1109.7297083736,1428.8159826846,1141.6799147436,1063.0839872259,649.3219687764,1139.0320426932,1212.4414039635,414.5859972459,778.6105857459,932.4224879004,1384.848879174,1136.8460555091,607.0238690256,963.4310610111,629.5247378676,612.453408435,835.8181317585,634.1295499695,920.5834279473,1564.6964469912,722.2188331089,738.1529749431,800.4090247812,694.7599897926,1168.6504789062,846.0930436902,711.1783873557
209,"Day",0.196000189655172,2017-07-28,272.3410038483,697.8975107364,247.3990087689,309.8187788238,537.8858426538,482.9568425919,635.4010279638,454.0746108087,480.7721805588,216.9419429844,431.9140729554,476.1198900801,166.1324122152,367.338602124,414.956235672,693.7860443715,555.464791557,249.0419660454,434.6553680019,271.7203501593,275.3363054655,360.1332312723,267.3354842766,400.8774566538,640.1689253865,258.2580386088,307.4149698174,262.2800901672,228.9979311453,477.330462162,303.4672833852,295.0397717139
210,"Day",0.412598879310345,2017-07-29,861.9142633146,1512.1635246459,874.2538003734,723.3941622231,1181.198005353,1124.9361348435,1300.5823102245,1075.7343514338,1130.7138742287,589.1884589709,1142.7000793101,1305.1402761492,1394.602795332,1079.4296386611,1101.513184236,1644.9893029728,1204.0891024167,849.9299055192,1148.3362354662,745.1669707506,758.466328599,1055.3392921851,1021.7394129195,1065.9760973019,1377.0208563813,726.6441010041,919.1509015347,1025.4598530057,911.5524464949,1272.6506633076,927.4305161466,973.4977048608
211,"Day",1.36515068965517,2017-07-30,1317.8644826778,2378.6164260378,1100.3969889675,1068.1305330645,2188.6241648499,2061.2165108049,2128.8478837446,2040.383853981,1763.5835386629,1155.3623567262,2130.5419643781,2430.8609956146,1316.5013060424,1408.7214033426,1769.5652885658,2288.6019460701,1893.2650965873,1255.056781005,1773.5665959063,1201.2424942347,1111.8043093347,1568.3206643361,1019.2197475872,1510.6127412627,2885.2467880329,1347.0603928704,1280.5921884978,1464.7075760934,1254.1074397389,2125.7610868044,1490.0924546631,1288.7582164749
212,"Day",1.29912072413793,2017-07-31,1336.3868326032,2438.519682447,931.4929004841,1029.841414758,2361.7931458293,2214.7768329561,2535.2171624673,2306.6722274022,1660.8542462829,1338.1071678504,2307.7734095655,2468.4813515331,907.0507953621,1363.3363283742,1865.8291401477,2372.6433783906,1963.8786041973,1067.8280929614,1647.4455424071,1014.9706023696,1122.379830567,1541.2112392887,608.3406912204,1359.0784233054,3518.2426339494,1349.9211966417,1147.2438415293,1045.2637801188,870.4606085298,1855.369769283,1217.4482302713,831.9466193661
