DOY,Interval,VPD,Date,HCOS1,HCON1,HCON2,HCIS9,HCON3,HCOS4,HCON5,HCOS6,HCON6,HCOS7,HCON8,HCOS8,HCIN8,HCON9,HCOS2,HCON4,LOON10,LOOS10,LOIN10,LOIS10,LOON11,LOOS11,LOON17,LOOS17,LOON15,LOOS15,LOON14,LOOS14,LOON12,LOOS12,LOON16,LOON13
254,Day,0.324364118,9/11/2017,155.3933825,209.3468296,177.0265276,146.2759896,26.07186465,180.6860599,122.6955387,297.6543497,131.2853741,66.3703556,175.1398004,167.7422355,78.63672336,506.2657384,181.0257932,223.2637787,405.5623878,519.4197542,423.5152249,257.0478582,603.0769303,486.5326778,367.9114915,439.4574387,529.9867839,96.30642773,496.5923843,344.8110175,644.0488225,82.03001336,240.8459042,206.1402304
255,Day,-8.71E-18,9/12/2017,81.60653777,120.0882365,90.97879023,7.087734863,60.12371143,118.9364225,82.75162804,96.00242697,58.81608514,72.6334651,90.70940842,37.52759417,115.7823335,64.82679675,111.4115253,101.908849,61.52481013,168.1229836,13.67239628,1.177043973,51.88631122,333.3810729,120.9913121,170.9711842,72.88569162,237.3425728,91.76771711,83.02359048,114.1651336,122.3563255,19.99453341,190.2086116
256,Day,0.568570451,9/13/2017,720.8266873,864.6483148,695.8727881,390.2571899,395.6682929,705.5907909,604.3818825,1005.617845,622.3263327,544.1600911,799.6014386,658.8460375,237.7528572,1145.587019,865.9751143,778.538406,932.3500928,1057.32268,856.7257584,540.9964039,1158.658392,2095.025851,1064.954121,1186.213539,1410.334214,735.3175826,1479.289269,1191.957084,2033.991868,677.1504791,934.032827,810.4864029
257,Day,0.616387451,9/14/2017,748.3044057,933.0340012,763.9142582,443.4771707,393.190319,676.9621099,672.6114625,1077.401853,655.7209606,535.6610231,867.5342661,700.0717612,251.3179675,1325.821202,950.5035126,779.710186,1017.586045,1144.35711,939.626063,552.0281724,1381.419828,1843.202718,1258.905451,1457.428086,1802.456912,642.1271474,1675.28304,1315.77479,2310.960064,449.7275345,978.0700797,846.4581883
258,Day,0.554278627,9/15/2017,768.7886381,986.6515214,791.7462542,407.5975792,404.8633466,674.0392099,729.3850663,1176.024284,664.6394922,533.8875791,856.9283164,663.6431612,267.6068997,1425.226892,1015.043674,780.2219119,1063.724213,1191.468794,911.8047631,503.1620746,1479.388958,1783.596453,1300.740713,1573.751156,1929.424236,627.6606778,1736.575972,1367.118147,2440.991963,332.0942226,939.7291042,831.0777522
259,Day,0.826978627,9/16/2017,992.7929446,1270.795895,991.8865592,464.8533483,579.654022,823.966625,897.8165002,1545.201698,885.1576869,690.490433,1106.387193,843.8305432,386.8512096,1646.284515,1297.536113,945.134118,1225.550377,1356.70949,1021.769765,548.147308,1697.555847,2000.185599,1548.953894,2026.202025,2348.406635,705.2259372,2205.021739,1762.246992,3277.33195,409.2588587,1149.525429,1043.124869
260,Day,0.724632745,9/17/2017,844.7374407,1132.526811,890.4032229,400.9243261,515.1557741,734.1434554,798.986306,1351.474382,742.4746603,604.7982349,995.1538848,761.2447145,340.6066371,1465.262326,1149.977564,855.9536099,1104.20929,1232.808106,905.8690381,492.3476548,1506.337095,1794.349652,1424.285508,1872.75371,2211.307882,640.9891533,2034.16929,1592.292292,3002.514746,375.2758754,1056.910601,984.5606024
261,Day,0.768971961,9/18/2017,924.8932945,1187.238663,935.2130113,450.1181976,523.696392,822.2425502,840.131992,1423.259977,809.9539273,663.4531556,1035.190061,827.7466314,343.5282584,1601.921422,1167.551987,951.8687316,1218.484092,1349.494107,1031.773056,561.421263,1674.8175,1986.598815,1515.167265,1907.052202,2306.857228,723.6344432,2188.832729,1723.009308,3110.473316,435.2777092,1157.0498,1089.535357
262,Day,0.682391176,9/19/2017,817.9233725,1129.573769,889.5443875,360.5953282,485.3440865,698.7057682,782.9942239,1342.233939,730.8577599,573.8460846,975.4518599,734.1567681,357.3608464,1523.497019,1134.107247,827.6507707,1111.545585,1240.299197,900.5552049,469.439289,1604.655307,1785.146615,1491.962509,1929.619804,2309.683822,616.237504,2134.647978,1682.545107,3280.379573,289.5276001,1057.409947,995.6180223
263,Day,0.60972451,9/20/2017,715.9640811,1035.989457,783.1571702,279.0116465,447.9688849,577.2246779,694.0336315,1225.423742,650.9115068,498.8819154,860.8205632,624.5881421,377.5744199,1370.445443,1001.830766,700.9421714,953.104153,1078.514651,753.2399412,378.8866038,1413.999196,1452.933095,1347.435525,1857.099935,2081.927167,482.3357632,1956.28453,1524.475545,2991.622448,205.5915229,900.4603242,851.7054223
264,Day,0.994532098,9/21/2017,1079.436932,1429.212677,1048.099973,400.0891058,607.2673306,826.2633886,952.2573964,1695.86222,888.4538151,764.4964324,1230.040424,911.9416421,502.2661083,1844.256948,1407.954684,989.9865985,1330.291782,1463.660938,1039.63825,529.3894733,1838.726904,1969.886589,1801.201718,2430.694108,2762.872771,756.6002227,2670.858113,2149.199673,4152.465778,362.3743673,1284.69773,1168.676434
265,Day,0.829929412,9/22/2017,1008.453666,1337.362843,974.7453652,436.055333,559.2937077,818.7824565,867.4652878,1562.756398,850.3259526,740.6077519,1141.519546,881.2041943,532.3951627,1774.535275,1271.585463,969.6898945,1178.451042,1308.616359,1068.454014,609.7796953,1858.609049,1873.900854,1826.664409,2296.197004,2612.36124,806.0155361,2532.877043,2019.831805,3871.101406,390.3791736,1266.329091,1201.116081
266,Day,1.19971549,9/23/2017,1135.497201,1549.594379,1085.970218,387.9726213,610.2530074,836.6584242,986.3875622,1843.005851,892.7577801,802.5797553,1346.419264,960.2713618,700.2385827,1975.045636,1569.715244,1000.542454,1355.267153,1548.291638,1136.263869,590.3353803,1999.45781,1977.400948,2116.633238,2665.678183,3058.847915,884.0799979,2941.776139,2340.002995,4669.343751,382.4210873,1388.670149,1274.419529
267,Day,1.13977549,9/24/2017,1112.179627,1585.155775,1057.264586,359.1741539,555.3168254,716.9816828,943.3747906,1834.111059,829.3734097,757.2487543,1329.691772,884.1627251,1344.257863,1993.995707,1628.270033,902.5996085,1358.450622,1536.025926,1122.9544,579.1633288,2021.503206,1977.359614,2167.046591,2729.915381,3151.341722,908.1412766,2941.668183,2421.632836,4890.467332,331.0183885,1346.898542,1267.292592
268,Day,0.936037471,9/25/2017,898.7544864,1147.793139,722.6347849,367.609514,355.1225656,573.190333,648.7442265,1259.689232,674.873758,619.9803508,993.2119771,754.6245601,931.0389753,1531.406576,1041.904854,739.9703532,1233.974771,1412.224411,1084.83177,583.1551274,1692.181976,1863.448796,1606.209208,2015.290785,2403.495073,875.6301775,2250.762787,1880.965262,3502.470926,474.2944761,1134.638041,1136.732571
269,Day,1.187174961,9/26/2017,951.5096911,1221.783568,776.4183698,369.2103372,385.8130374,581.0353809,686.6932472,1380.162092,701.7884295,608.8631025,1076.668935,824.404592,639.4788487,1687.505502,1219.659131,739.005183,1299.004286,1463.313721,1134.042315,577.9162483,1877.031286,1927.328224,1951.075829,2454.723278,2756.160736,865.7283563,2554.627515,2135.65916,4376.005649,449.883017,1180.833293,1198.556858
270,Day,1.59356949,9/27/2017,818.2625319,1170.449259,694.8952974,206.0000908,283.2041796,409.8831212,588.6842784,1334.040112,563.7103127,441.3894504,1043.730132,687.1111487,185.8844346,1679.591435,1260.476635,561.8762575,1148.836068,1295.34483,971.9351641,437.7477011,1830.242817,1827.978761,2107.730628,2654.334388,2880.126761,723.5560086,2525.356243,2223.7899,5261.820641,227.416731,1030.376168,1084.821707
271,Day,1.421469412,9/28/2017,716.5898499,1008.314793,619.538777,160.021311,270.4999328,430.0677638,547.1001913,1107.855521,565.5338339,406.2220773,928.1994609,680.6846616,601.7991887,1475.142781,1056.873654,552.1400511,1113.092395,1217.417097,941.6383101,436.1746155,1824.097532,1627.928261,2231.052492,2811.472339,2687.634464,652.5172905,2281.755458,1964.050755,4451.820157,207.3086486,898.8402731,1060.957463
272,Day,0.900248141,9/29/2017,669.9875757,970.8077232,609.0762307,137.3559082,294.7093623,420.31663,534.5292045,1026.119171,574.8180474,338.1239479,879.0649601,660.8981651,206.576486,1417.880717,1070.515177,504.4161079,1139.740941,1231.874862,940.7918608,442.1720387,1769.989909,1660.25038,1808.512563,2273.067741,2327.954479,673.6422171,2018.848207,1720.821058,3335.017282,343.7272661,864.248761,1046.89493
273,Day,1.159533647,9/30/2017,806.0115097,1267.992356,807.6095388,159.9831991,404.2354539,411.1923019,708.3898194,1325.896623,642.3570502,369.5686259,1181.446302,766.3986904,394.3835978,1795.310437,1430.362242,526.7013566,1377.953334,1375.651983,1006.143275,439.7583931,2135.240581,1941.287573,2220.765952,2798.365128,2958.688844,741.5363582,2477.632425,2161.718836,4724.960304,210.9749307,913.8720659,1137.80002
