DOY,Interval,VPD,Date,LCON1,LCOS1,LCIN1,LCIS1,LCOS2,LCON2,LCON3,LCON4,LCOS4,LCON5,LCON6,LCOS6,LCON7,LCON8,LCOS8,LCON9,HOON10,HOOS10,HOIN10,HOIS10,HOON11,HOOS11,HOON12,HOOS12,HOON13,HOON14,HOOS14,HOON15,HOOS16,HOON16,HOOS17,HOON17
223,Day,0.462365741,8/11/2017,385.9561987,1363.733988,756.012089,427.9539274,1363.820379,1362.485184,815.715343,1007.415864,982.4702134,490.9508146,970.846089,1300.950001,972.3786927,413.0596455,989.0644777,779.8884968,939.2166403,1825.780659,411.2235653,333.758701,465.1417145,568.3881858,852.9178504,630.3597184,1022.83944,888.659289,991.4500094,1078.240101,1089.016792,1199.776582,1390.437202,636.2711531
224,Day,0.181444074,8/12/2017,290.3851409,964.7089347,538.9783759,353.2628297,1187.631511,1086.272579,578.5449682,678.0328009,850.6574772,355.3207461,658.6089974,846.3211597,736.0200559,278.1526499,948.8164567,522.2889089,908.2267003,1497.270934,367.4485268,302.7159263,452.5009533,543.052347,882.3781447,624.2790434,831.0686633,835.5117071,820.1076139,867.9809801,918.1366353,920.3015084,1247.11959,701.8507275
225,Day,0.50048463,8/13/2017,467.3029129,1463.809578,802.2218486,554.7087714,1615.418498,1440.728448,928.7557485,962.1464117,1148.472922,518.8633637,988.9512012,1217.051408,974.3292473,380.122875,1247.655987,722.4960084,1324.716263,1853.650945,455.6678732,362.0084599,661.6825873,728.4149491,1204.197128,900.4652456,1000.402673,1089.742386,1102.335085,909.5645731,1209.021605,1218.105488,1514.248626,882.660461
226,Day,0.081328278,8/14/2017,28.95651525,346.7885109,161.1482802,109.3147023,393.1501135,411.0509707,191.1237933,162.9051896,300.0330218,140.9644163,202.4107165,271.8140745,151.466099,54.40178173,491.8871549,106.1104168,412.3455357,588.2970494,175.2479551,129.2702875,173.227016,189.1456063,431.6399894,301.185145,270.4509284,239.1905319,293.4998102,255.2825235,303.30022,272.5447302,455.3252828,225.4670378
227,Day,0.148558148,8/15/2017,310.9984656,1015.805632,534.8551395,324.636524,1105.705262,1001.98992,561.8639568,725.7610058,799.9811466,389.1178815,650.4388201,836.5548119,1110.240317,284.2867392,851.9667376,536.0863274,888.8908115,1535.25313,362.9116192,271.9440155,425.99844,504.1310896,788.5644146,679.8047223,806.3758992,794.4531637,892.1110815,867.2093919,893.3393302,1012.917724,1150.492243,655.3236062
228,Day,0.817895667,8/16/2017,698.7733423,2024.1322,1054.507391,580.6183567,2091.134902,1830.611415,1109.27543,1546.150119,1534.65124,779.6641498,1520.260115,1900.140722,1565.782968,691.4637001,1459.657843,1125.454998,1580.054602,2922.823956,669.4336289,520.4145054,840.5449071,1001.429323,1433.07518,1242.432207,1581.47494,1595.375977,1762.553864,1653.347715,1787.675083,1755.244645,2132.805246,1202.651412
229,Day,0.589064648,8/17/2017,579.7498782,1927.384738,1046.377544,635.498573,2080.938766,1869.201434,1085.986014,1284.274037,1441.168886,654.9454213,1226.748563,1540.050086,1418.734733,553.7285717,1447.093059,897.1202225,1501.21714,2501.439334,574.0917577,460.2092819,708.6102131,845.8455153,1324.918035,1124.523042,1320.374349,1360.554495,1498.263415,1424.701984,1528.68563,1599.800566,1923.802916,1056.649153
230,Day,0.79319463,8/18/2017,580.3287532,1996.733023,1012.382604,580.1393007,2057.694927,1870.295726,1052.747144,1416.17214,1200.291413,699.7770279,1357.906719,1714.500592,1603.072075,650.0843965,1354.242163,1048.896138,1396.354312,2621.417249,593.2594623,478.8848871,727.1619632,873.0055977,1245.224918,1071.106102,1468.175011,1397.002563,1588.310953,1484.144485,1637.293948,2089.630985,1962.184826,1049.426781
231,Day,1.131007407,8/19/2017,783.3567221,2423.502632,1364.114137,764.6090176,2488.846742,2281.967351,1347.50432,1875.046168,1522.142664,889.4487305,1842.90766,2295.727966,2057.619386,806.2657833,1568.668171,1389.572694,1744.767703,3557.409853,805.0042041,655.4852539,961.7183255,1148.278463,1514.131881,1150.374363,1940.104069,1757.949586,2165.039583,1927.188448,2171.221814,2394.209687,2656.844823,1321.074011
232,Day,1.262424444,8/20/2017,1095.761464,2985.035495,1845.239751,1068.097137,2917.515529,2804.930042,1740.757753,2098.210321,1508.71385,927.4480473,1969.907477,2445.33457,2271.509945,828.4813436,1535.421964,1485.087118,1701.882628,3810.975996,871.7799169,708.2074564,961.0779754,1145.774953,1469.947628,1127.984017,2099.912062,1793.871981,2299.525786,2025.960298,2284.329908,2559.71017,2781.506971,1303.206085
233,Day,0.905709259,8/21/2017,625.6058526,2307.346603,1246.409926,644.3461405,2231.657491,2249.223773,1198.42211,1742.836838,1368.384903,790.6856549,1620.114264,2066.796318,1795.686492,646.4156733,1427.224762,1231.643617,1591.000629,3181.229552,765.2108191,627.5830964,848.1464966,1008.76042,1342.652361,1030.345318,1760.168506,1509.694859,1861.578593,1694.576923,1908.957026,2111.234781,2392.24274,1124.761247
234,Day,1.242198333,8/22/2017,723.875989,2675.689768,1385.618188,656.626089,2502.434966,2480.157071,1234.359839,2065.690145,1444.022335,896.0942554,1860.559105,2407.942697,2109.341287,799.4733103,1489.772255,1505.459143,1559.160793,3535.51008,802.7583076,648.8885279,854.6821767,1040.472853,1299.384412,1015.291453,2011.673693,1623.244013,2069.80351,1977.216322,2111.669612,2412.444555,2622.186067,1180.465329
235,Day,0.884927407,8/23/2017,629.2738271,1965.171572,1080.911132,655.0100069,1948.018998,1921.67977,1147.344842,1452.351436,1390.98896,782.050697,1497.609746,1901.162358,1317.583892,611.7071328,1516.371142,1177.153528,1448.938798,2829.762887,694.5900043,581.9066876,822.698947,946.3125189,1253.822506,989.6758181,1485.390428,1376.505795,1567.688314,1656.70494,1802.270981,1871.114952,2232.331659,1102.873791
236,Day,1.041073519,8/24/2017,581.021708,1533.514133,802.6825802,622.4084684,1599.0389,1491.38918,1176.873346,1383.774405,1593.394655,841.3221433,1655.879321,2127.902214,1116.497201,642.1167252,1689.71382,1245.650986,1628.946248,2857.039634,743.7553898,489.4582091,881.0482406,1053.682282,1332.503695,1055.557832,1383.257819,1414.289264,1598.35256,1762.503848,2000.255052,1935.92685,2417.726246,1144.06137
237,Day,1.329978704,8/25/2017,669.0553005,1734.19331,913.8082169,738.0370801,1754.38471,1572.567194,1371.036871,1553.04922,1694.360989,926.0362321,1844.211646,2409.275251,1185.7307,714.363266,1666.962384,1402.135342,1633.613535,3075.862728,814.3387864,566.9096216,870.0823134,1071.633386,1324.654291,1048.642667,1469.614452,1499.497776,1758.10791,2199.497304,2153.562036,2071.636152,2543.757554,1149.990119
238,Day,0.933505926,8/26/2017,471.1031383,1524.309498,850.2752564,571.6615599,1532.805452,1486.573669,1071.06087,1311.777093,1389.751543,763.4167908,1417.293766,1968.700519,902.4157525,512.081357,1427.49015,1136.699581,1316.970815,2527.275375,659.9132369,515.4163475,691.0611042,844.0529222,1094.893138,846.2277666,1252.989158,1143.802172,1344.829627,1707.691796,1683.996161,1620.29156,1989.552505,866.3711848
239,Day,0.734202407,8/27/2017,387.3304821,1310.931362,799.0871023,453.8182387,1459.870554,1361.689289,858.5932295,1049.17065,1171.663178,617.6767102,1182.563411,1576.700316,660.1995172,446.2560535,1347.869892,893.4785918,1072.335016,1995.472956,481.7228059,400.8513415,595.7509625,722.0156548,990.0584949,753.8705796,1059.950784,963.9249597,1061.147754,1371.23143,1363.525029,1369.630163,1657.254985,734.7012986
240,Day,0.742275926,8/28/2017,373.3447887,1242.552613,807.8771634,476.4179306,1506.406006,1313.200293,929.6007315,1052.542015,1298.565167,663.0247895,1304.172823,1714.425123,667.2396174,574.4512504,1437.251062,898.1001672,1224.156843,2142.700777,504.8192323,415.6424934,632.7101032,793.551662,1056.879615,812.7386269,1197.335871,1048.616799,1164.838585,1550.602678,1503.353355,1435.428753,1762.559864,775.2625272
241,Day,0.429008944,8/29/2017,212.9982025,832.651679,517.6390874,296.6254538,966.0444585,938.7671675,516.973469,633.8648967,820.1636227,392.5322621,724.8988539,1047.739935,390.4086566,261.3229568,1054.754709,579.6762712,734.2966813,1289.422953,316.3263422,269.5184214,412.3520323,484.0710906,749.5387148,541.9775481,834.4875571,634.3636201,658.5007959,939.1186013,927.2020242,931.4962033,1143.782175,478.4589638
242,Day,0.91128,8/30/2017,497.043684,1861.830691,1035.503185,570.4187537,1830.441479,1721.466878,1038.049015,1434.884998,1334.930761,750.7609874,1438.107846,1933.223956,1058.510937,563.5470238,1426.794639,1192.4826,1252.629889,2264.969596,584.8775465,439.4360633,653.4249399,770.0241368,1053.204191,809.5006528,1454.30186,1182.160082,1279.460771,1540.117085,1614.333589,1367.542612,1824.848494,819.2900574
243,Day,0.414911407,8/31/2017,184.4642358,867.478937,517.8534596,288.0159856,856.4557511,996.3673077,540.3166276,648.6831169,770.0691041,380.0640928,663.6360059,1013.334188,379.2064298,230.4931586,952.5876431,551.9319295,635.9000017,1135.11504,359.3299438,277.497764,381.5483942,439.2304161,678.3231752,479.238107,647.3551981,571.0223816,558.8207563,812.1058064,882.810705,885.8761742,1087.76544,463.3579883
