"DOY","Interval","VPD","Date","HCOS1","HCON1","HCON2","HCIS9","HCON3","HCOS4","HCON5","HCOS6","HCON6","HCOS7","HCON8","HCOS8","HCIN8","HCON9","HCOS2","HCON4","LOON10","LOOS10","LOIN10","LOIS10","LOON11","LOOS11","LOON17","LOOS17","LOON15","LOOS15","LOON14","LOOS14","LOON12","LOOS12","LOON16","LOON13"
192,"Day",1.45217853448276,2017-07-11,1360.896460758,1830.3188810319,1207.7393094351,864.3123785637,475.2323501985,898.497407232,1018.6461661257,1819.5250164246,814.6711999674,917.7023042784,1560.8003400279,1200.2999652972,927.1422037539,2054.5810227468,1500.9298643871,1071.2703171582,1362.3309393885,2489.4463516443,2232.657770508,812.9113626492,2586.7317598191,3178.3710952242,1691.7086084409,3246.7681205784,3492.6228910422,783.4210706367,3066.8657186034,2247.0534119268,6008.8074936903,454.2565961556,1626.9099694506,1953.6732029322
193,"Day",0.936579137931035,2017-07-12,1119.4591624929,1542.1433324724,983.3592203487,768.7842989121,379.8137479104,732.5838282051,846.9819642267,1497.5827707051,663.6908827863,767.9169255636,1299.0947273496,1043.4699522261,1137.9615510888,1827.4602856212,1285.8443913087,895.6963084437,1249.2833438223,2222.6368263525,1734.7680429705,724.5028690326,2383.6709904399,2985.5893239369,1509.722152362,2729.2672566981,3188.6041565322,749.4583263786,2791.0262071755,2014.546119912,5226.6108595185,440.049018411,1426.4900318655,1760.7655553589
194,"Day",0.624516431034483,2017-07-13,752.6762588619,1052.4321726597,648.6798869667,682.2025813152,253.2893813766,500.1052952871,546.1608366864,989.275693977,467.2763339598,552.5573417937,888.4566981675,774.8666073414,282.3729354,1384.7878048455,881.6761153377,634.6004144742,976.4814960144,1635.0313226859,1276.1419473486,658.9252149831,1755.3488449005,2288.1807388935,1065.3631117209,1830.9244397796,2214.0466298991,604.5550326576,1911.0975356871,1414.718066097,3537.3266842689,374.5891534032,1018.5898716387,1340.2610880075
195,"Day",0.319739620689655,2017-07-14,587.2056338943,763.5807993438,496.1168181648,502.8791947362,188.15035356,445.0137132573,449.4009235572,772.0200907596,368.2167465834,380.021497803,602.6583993039,587.0498427342,424.9412547255,1135.9133333829,680.6257327584,586.1145789972,872.4736777653,1294.7824006254,1010.577663702,578.0597130513,1350.1319476653,1944.2523558852,805.5002780937,1333.117247859,1708.2631281645,560.3026619547,1453.2883089264,1122.0182877186,2269.7071981353,373.1941473219,819.7940577213,1134.7240921101
196,"Day",0.738659827586207,2017-07-15,1207.2662913888,1511.336601666,1157.2017820308,743.0952964752,503.8770868884,925.447972095,1085.0556491793,1517.1053003406,805.0109358708,782.9096265765,1294.8509756376,1050.2540447472,742.5824732523,1828.9222470207,1392.6468841146,1051.5776766066,1226.7183902949,2144.3210753463,1673.6425993017,769.3200267543,2145.543441264,3123.1014773481,1450.9523728458,2166.678774936,2748.5180259435,642.3626222937,2421.249171732,1862.3421367299,4203.4448333511,430.3660430637,1452.0427244253,1611.5117395644
197,"Day",1.04944551724138,2017-07-16,1458.1786597056,2003.7611052693,1418.8904205696,835.404421077,576.0032877297,1002.9236450445,1272.0607254513,1920.4925744484,951.5001717792,920.406421161,1626.7678175421,1242.3540459816,641.3220626517,2268.0048986982,1767.4191665451,1189.7630846649,1468.7385619716,2608.1274930318,2035.6435083051,867.8781578511,2675.9780516079,3670.0552874529,1850.0794655508,2883.3889928868,3367.52203743,806.4700605603,2950.2255750525,2246.8346590032,5320.115602263,448.4418090192,1653.5734678071,1947.4004595852
198,"Day",1.01159810344828,2017-07-17,1205.2333049094,1800.0723414114,1217.8049172903,669.1152746889,444.7483548921,762.9281218251,1074.5907185547,1636.819109136,746.398460781,748.3064388489,1421.2813888008,1059.3196561026,1095.8526748953,1987.2204061212,1572.4130239017,933.0705425151,1255.360817601,2357.4355180587,1839.9784218417,693.8075400057,2570.0163406218,3334.4604661239,1711.927046574,2942.4942282906,3227.4296173476,744.5394308736,2794.6355666679,2091.604881069,5698.903613571,347.9363881767,1422.461513025,1752.571241172
199,"Day",0.605326431034483,2017-07-18,837.0457558632,1163.0630421225,756.1309923279,578.8851637896,273.9231075591,517.081982688,662.7477902391,1090.1682599796,517.8795264099,548.3267666406,981.4002671727,850.4925004242,705.8191001004,1565.688632202,1032.2089843581,663.5154623445,1049.2278177537,1790.8520202135,1397.76000177033,678.3403151556,1950.9132540834,2492.2556052021,1305.5396360607,2064.1381475661,2324.2494347406,659.6253929223,2058.6530374695,1509.5262300489,3770.6432993451,337.2146776908,1030.3742486466,1384.7928310179
200,"Day",1.15819689655172,2017-07-19,1099.0909633437,1597.3837312086,1048.2030011367,654.0557747337,320.0648682915,587.1844442079,880.4322105165,1452.0847616352,590.8344732567,655.5650216787,1398.9256312176,1080.8907663771,631.4399973792,1965.0684531303,1478.5161865479,763.5728201346,1255.7893858677,2404.3357099683,1876.5840216456,732.4095294756,2613.4932029652,3257.3909796156,1737.6931657242,3149.594444961,3254.9618685726,818.8048865835,2762.4305527677,2046.4583730417,6081.3567176724,330.2785734597,1287.8392659444,1715.2903247913
201,"Day",0.93102724137931,2017-07-20,961.1104681863,1471.876026093,972.8211661992,609.717395907,288.1231025607,526.816346508,793.7832782916,1307.2315299399,516.2320003725,564.1263459405,1318.5877109202,966.40998201,794.7346771809,1809.0079705143,1288.6086173256,670.1645960559,1194.0648007671,2224.9611695808,1736.5821928803,684.434789406,2432.1237154659,2983.3251102135,1612.0999971297,2812.5461592027,3015.9095434218,758.9962868715,2438.6657970501,1830.7292988816,5087.2958082738,349.6075936389,1160.9683555347,1586.7239342031
202,"Day",0.484977931034483,2017-07-21,567.8603597574,879.615191394,587.1031886772,418.0053562929,167.0701205214,352.4169009501,470.8136577195,815.4307979163,346.2797086578,324.9946852524,758.4460030539,591.4830777453,513.5439937437,1167.626287935,690.1108673301,445.2526047852,815.7611584071,1366.3848609126,1066.4633839419,495.7631146899,1448.1608321367,1850.4006076629,1327.2315470784,1543.4453836359,1804.153959216,486.3096895086,1470.3598006542,1097.5563821574,2855.2327317054,370.2926013372,698.1780552129,991.9524706866
203,"Day",0.744355689655172,2017-07-22,828.856128879,1055.1822049809,811.5742369359,574.654880862,243.2297849868,614.0835678906,671.6067869016,1076.2826633514,525.8849777208,464.0364198684,956.7644964624,782.6939285166,257.5872458361,1543.0966236162,1039.658804424,682.8045525315,907.7555692539,1641.3639646977,1281.084574428,610.1582922396,1650.8897207136,2143.607110029,1002.5918591481,1761.6366776115,2022.3935064171,449.8560212688,1807.2592328934,1293.1574066991,3630.5196014988,187.6618305207,981.2890978119,1155.9760851186
204,"Day",0.925861379310345,2017-07-23,952.1314831395,1257.3360228339,900.6677473635,619.2050792337,285.3956507121,661.5894735738,763.6800862962,1243.9005320043,572.0895313911,555.6076178634,1091.449718739,869.2650278685,400.5102832821,1685.7274079115,1238.4131303484,781.5322551978,1075.3811438427,1829.3357195928,1427.7965291262,645.5336626647,1885.2973721379,2424.0203179596,1091.8514636262,2067.5411807859,2328.7750135506,696.561224058,1999.9051720398,1456.8790808385,4002.9634426851,219.2782025196,1091.1175857558,1306.7546311386
205,"Day",0.933189827586207,2017-07-24,937.5541441236,1245.3793568811,879.3702513999,572.4866351232,283.3757302194,417.7216578924,596.3637173625,1168.2008476992,511.3636803999,515.4335780652,1122.3040409793,882.711597636,435.0359090943,1661.2212734775,1317.1083999444,713.5413316128,1090.1216506419,1881.6592070898,1468.6350111234,639.0704055987,2060.6559334812,2472.4065202146,1375.983137763,2185.5434655006,2456.8434775674,687.2942804085,2001.9763282248,1482.057891369,3946.0471180614,241.7172474267,1022.6951279892,1278.7060718349
206,"Day",1.25896362068966,2017-07-25,1208.3081766525,1771.0903357488,1530.547477758,837.9251059446,426.9221418105,512.5064609781,820.4412040857,1623.4842391506,1193.0854485303,687.4341509412,1603.7905058073,1231.6216657302,609.2508957057,2150.868020553,1855.1235371283,961.8792259554,1474.6760819532,2554.2807753303,1993.6161451449,1036.9801264518,2748.7308602259,3120.2108961399,1671.3386699247,3268.9208361132,3356.9201912643,916.0439455773,2723.8791920553,2077.0325199198,5765.2775875737,601.9600136625,1330.2610141095,1685.6425098999
207,"Day",0.841263965517241,2017-07-26,663.4186520139,1080.8896081671,759.3973437411,420.6453863013,381.6848387376,416.391823062,805.771933074,976.5384359751,579.8600861967,346.3722642339,984.9334958667,782.4822123492,457.4365090983,1408.4708503752,1108.6550805267,555.7080634722,1020.3040559115,1678.2727455063,1309.8918779037,865.2631011264,1852.378726293,2200.0290868305,1877.1205453731,2074.9093690797,2087.3373451209,567.8325600534,1654.0055389233,1218.3222631716,3200.4293057064,962.5566251097,758.148701796,1136.2695648264
208,"Day",0.489985413793103,2017-07-27,323.3686505346,562.6700988993,348.3359718228,241.4058495255,296.3064669948,169.6952537946,537.151586877,531.7809280029,185.1245349156,148.1493067416,492.0658401627,404.6351006448,449.0334139356,892.550660922,650.8247534172,222.8487832017,568.1451128247,905.2759524123,911.2142067462,272.5264181736,1171.4234191101,1433.8169657361,1210.1338614636,1365.1103598435,1301.7174576813,257.630880402,953.57360376,668.5867717317,2053.8821130165,486.8005899339,338.7301839801,630.4069191294
209,"Day",0.196000189655172,2017-07-28,183.7915691706,305.1235901988,194.7513816954,199.5151750182,33.8188148496,100.5456364065,144.595989495,271.4760388323,99.8754068484,78.7153617144,275.9003818092,221.013272646,282.6822174516,576.8024840343,377.1886184658,141.1742108295,401.6108699631,527.6981184192,555.1838275446,248.3292679677,699.4659086073,748.1864874213,421.9041977199,725.681092365,771.8997278313,122.2581227607,611.5732858404,406.4688736587,1003.7693222451,86.1485080698,230.1828413085,377.7564306132
210,"Day",0.412598879310345,2017-07-29,554.731039323,716.7409679412,567.9621543789,593.1046579041,123.1730027091,434.7346257882,459.3086986122,723.2010153372,325.7382556323,294.5669827671,709.2899319807,636.3462587139,274.2498552807,1262.5189972911,714.2679035955,527.9704299711,866.1745073691,1194.2081950275,1053.4407604074,651.2673056985,1230.3247332906,1571.287005072,833.0400350523,1037.0591624664,1207.7008541082,587.7031213917,1141.6686510069,847.7165702142,1568.5375031001,503.8888501242,675.8548478559,842.8872252303
211,"Day",1.36515068965517,2017-07-30,971.3393079588,1465.3041286401,996.5300333184,674.2627909956,258.8664187629,552.2083396146,821.0821878099,1347.3951862941,521.2388747502,469.922215275,1330.391713887,989.9468610867,418.0940709102,1872.0944324901,1442.4340228803,704.6507841075,1223.2162768851,2006.2989210168,1456.0268300946,637.3986210135,2162.5080632433,2412.9182603925,1507.24124226,2409.6745728612,2592.4567047147,662.7645216,2069.2092225789,1520.0555324904,4096.3751581077,228.047899527,994.4211206313,1269.644180067
212,"Day",1.29912072413793,2017-07-31,917.4068166276,1587.0185286372,1096.2980648397,462.5451434448,281.1302738289,441.9112686093,891.418526172,1474.2857053629,476.1089070354,373.0894334622,1430.6069561328,905.8012897329,656.9657541099,1963.227615894,1648.9062571851,577.9177550856,1046.6526238209,1979.2101363885,1266.1793162613,388.0406330235,2404.7537204016,2556.8617564845,1656.2753787123,3107.0519384193,3081.1775424921,537.5932053156,2249.3645821413,1609.779853692,5612.1047383041,55.6375927995,810.6292107675,1135.6518090663
