"","sectionArea","increment","tree","system"
"214","5215.04380495906","20","1","1"
"215","2701.76968208722","40","1","1"
"216","51.5","415.47562843725","1","1"
"217","5215.04380495906","20","1","1"
"218","2701.76968208722","40","1","1"
"219","51.5","415.47562843725","1","1"
"220","5215.04380495906","20","1","1"
"221","2701.76968208722","40","1","1"
"222","51.5","415.47562843725","1","1"
"223","5215.04380495906","20","1","1"
"224","2701.76968208722","40","1","1"
"225","51.5","415.47562843725","1","1"
"226","5215.04380495906","20","1","1"
"227","2701.76968208722","40","1","1"
"228","51.5","415.47562843725","1","1"
"229","5215.04380495906","20","1","1"
"230","2701.76968208722","40","1","1"
"231","51.5","415.47562843725","1","1"
"232","5215.04380495906","20","1","1"
"233","2701.76968208722","40","1","1"
"234","51.5","415.47562843725","1","1"
"235","5215.04380495906","20","1","1"
"236","2701.76968208722","40","1","1"
"237","51.5","415.47562843725","1","1"
"238","5215.04380495906","20","1","1"
"239","2701.76968208722","40","1","1"
"240","51.5","415.47562843725","1","1"
"241","5215.04380495906","20","1","1"
"242","2701.76968208722","40","1","1"
"243","51.5","415.47562843725","1","1"
"244","5215.04380495906","20","1","1"
"245","2701.76968208722","40","1","1"
"246","51.5","415.47562843725","1","1"
"247","5215.04380495906","20","1","1"
"248","2701.76968208722","40","1","1"
"249","51.5","415.47562843725","1","1"
"250","5215.04380495906","20","1","1"
"251","2701.76968208722","40","1","1"
"252","51.5","415.47562843725","1","1"
"253","5215.04380495906","20","1","1"
"254","2701.76968208722","40","1","1"
"255","51.5","415.47562843725","1","1"
"256","5215.04380495906","20","1","1"
"257","2701.76968208722","40","1","1"
"258","51.5","415.47562843725","1","1"
"259","5215.04380495906","20","1","1"
"260","2701.76968208722","40","1","1"
"261","51.5","415.47562843725","1","1"
"262","5215.04380495906","20","1","1"
"263","2701.76968208722","40","1","1"
"264","51.5","415.47562843725","1","1"
"265","5215.04380495906","20","1","1"
"266","2701.76968208722","40","1","1"
"267","51.5","415.47562843725","1","1"
"268","5215.04380495906","20","1","1"
"269","2701.76968208722","40","1","1"
"270","51.5","415.47562843725","1","1"
"271","5215.04380495906","20","1","1"
"272","2701.76968208722","40","1","1"
"273","51.5","415.47562843725","1","1"
"274","5215.04380495906","20","1","1"
"275","2701.76968208722","40","1","1"
"276","51.5","415.47562843725","1","1"
"277","5215.04380495906","20","1","1"
"278","2701.76968208722","40","1","1"
"279","51.5","415.47562843725","1","1"
"280","5215.04380495906","20","1","1"
"281","2701.76968208722","40","1","1"
"282","51.5","415.47562843725","1","1"
"283","5215.04380495906","20","1","1"
"284","2701.76968208722","40","1","1"
"285","51.5","415.47562843725","1","1"
"286","5215.04380495906","20","1","1"
"287","2701.76968208722","40","1","1"
"288","51.5","415.47562843725","1","1"
"289","5215.04380495906","20","1","1"
"290","2701.76968208722","40","1","1"
"291","51.5","415.47562843725","1","1"
"292","5215.04380495906","20","1","1"
"293","2701.76968208722","40","1","1"
"294","51.5","415.47562843725","1","1"
"295","5215.04380495906","20","1","1"
"296","2701.76968208722","40","1","1"
"297","51.5","415.47562843725","1","1"
"298","5215.04380495906","20","1","1"
"299","2701.76968208722","40","1","1"
"300","51.5","415.47562843725","1","1"
"301","5215.04380495906","20","1","1"
"302","2701.76968208722","40","1","1"
"303","51.5","415.47562843725","1","1"
"304","5215.04380495906","20","1","1"
"305","2701.76968208722","40","1","1"
"306","51.5","415.47562843725","1","1"
"307","5215.04380495906","20","1","1"
"308","2701.76968208722","40","1","1"
"309","51.5","415.47562843725","1","1"
"310","5215.04380495906","20","1","1"
"311","2701.76968208722","40","1","1"
"312","51.5","415.47562843725","1","1"
"313","5215.04380495906","20","1","1"
"314","2701.76968208722","40","1","1"
"315","51.5","415.47562843725","1","1"
"316","5215.04380495906","20","1","1"
"317","2701.76968208722","40","1","1"
"318","51.5","415.47562843725","1","1"
"319","5215.04380495906","20","1","1"
"320","2701.76968208722","40","1","1"
"321","51.5","415.47562843725","1","1"
"322","5215.04380495906","20","1","1"
"323","2701.76968208722","40","1","1"
"324","51.5","415.47562843725","1","1"
"325","5215.04380495906","20","1","1"
"326","2701.76968208722","40","1","1"
"327","51.5","415.47562843725","1","1"
"328","5215.04380495906","20","1","1"
"329","2701.76968208722","40","1","1"
"330","51.5","415.47562843725","1","1"
"331","5215.04380495906","20","1","1"
"332","2701.76968208722","40","1","1"
"333","51.5","415.47562843725","1","1"
"334","5215.04380495906","20","1","1"
"335","2701.76968208722","40","1","1"
"336","51.5","415.47562843725","1","1"
"337","5215.04380495906","20","1","1"
"338","2701.76968208722","40","1","1"
"339","51.5","415.47562843725","1","1"
"340","5215.04380495906","20","1","1"
"341","2701.76968208722","40","1","1"
"342","51.5","415.47562843725","1","1"
"343","5215.04380495906","20","1","1"
"344","2701.76968208722","40","1","1"
"345","51.5","415.47562843725","1","1"
"346","5215.04380495906","20","1","1"
"347","2701.76968208722","40","1","1"
"348","51.5","415.47562843725","1","1"
"349","5215.04380495906","20","1","1"
"350","2701.76968208722","40","1","1"
"351","51.5","415.47562843725","1","1"
"352","5215.04380495906","20","1","1"
"353","2701.76968208722","40","1","1"
"354","51.5","415.47562843725","1","1"
"355","5215.04380495906","20","1","1"
"356","2701.76968208722","40","1","1"
"357","51.5","415.47562843725","1","1"
"358","5215.04380495906","20","1","1"
"359","2701.76968208722","40","1","1"
"360","51.5","415.47562843725","1","1"
"361","5215.04380495906","20","1","1"
"362","2701.76968208722","40","1","1"
"363","51.5","415.47562843725","1","1"
"364","5215.04380495906","20","1","1"
"365","2701.76968208722","40","1","1"
"366","51.5","415.47562843725","1","1"
"367","5215.04380495906","20","1","1"
"368","2701.76968208722","40","1","1"
"369","51.5","415.47562843725","1","1"
"370","5215.04380495906","20","1","1"
"371","2701.76968208722","40","1","1"
"372","51.5","415.47562843725","1","1"
"373","5215.04380495906","20","1","1"
"374","2701.76968208722","40","1","1"
"375","51.5","415.47562843725","1","1"
"376","5215.04380495906","20","1","1"
"377","2701.76968208722","40","1","1"
"378","51.5","415.47562843725","1","1"
"379","5215.04380495906","20","1","1"
"380","2701.76968208722","40","1","1"
"381","51.5","415.47562843725","1","1"
"382","5215.04380495906","20","1","1"
"383","2701.76968208722","40","1","1"
"384","51.5","415.47562843725","1","1"
"385","5215.04380495906","20","1","1"
"386","2701.76968208722","40","1","1"
"387","51.5","415.47562843725","1","1"
"388","5215.04380495906","20","1","1"
"389","2701.76968208722","40","1","1"
"390","51.5","415.47562843725","1","1"
"391","5215.04380495906","20","1","1"
"392","2701.76968208722","40","1","1"
"393","51.5","415.47562843725","1","1"
"394","5215.04380495906","20","1","1"
"395","2701.76968208722","40","1","1"
"396","51.5","415.47562843725","1","1"
"397","5215.04380495906","20","1","1"
"398","2701.76968208722","40","1","1"
"399","51.5","415.47562843725","1","1"
"400","5215.04380495906","20","1","1"
"401","2701.76968208722","40","1","1"
"402","51.5","415.47562843725","1","1"
"403","5215.04380495906","20","1","1"
"404","2701.76968208722","40","1","1"
"405","51.5","415.47562843725","1","1"
"406","5215.04380495906","20","1","1"
"407","2701.76968208722","40","1","1"
"408","51.5","415.47562843725","1","1"
"409","5215.04380495906","20","1","1"
"410","2701.76968208722","40","1","1"
"411","51.5","415.47562843725","1","1"
"412","5215.04380495906","20","1","1"
"413","2701.76968208722","40","1","1"
"414","51.5","415.47562843725","1","1"
"415","5215.04380495906","20","1","1"
"416","2701.76968208722","40","1","1"
"417","51.5","415.47562843725","1","1"
"418","5215.04380495906","20","1","1"
"419","2701.76968208722","40","1","1"
"420","51.5","415.47562843725","1","1"
"421","5215.04380495906","20","1","1"
"422","2701.76968208722","40","1","1"
"423","51.5","415.47562843725","1","1"
"424","5215.04380495906","20","1","1"
"425","2701.76968208722","40","1","1"
"426","51.5","415.47562843725","1","1"
"427","5215.04380495906","20","1","1"
"428","2701.76968208722","40","1","1"
"429","51.5","415.47562843725","1","1"
"430","5215.04380495906","20","1","1"
"431","2701.76968208722","40","1","1"
"432","51.5","415.47562843725","1","1"
"433","5215.04380495906","20","1","1"
"434","2701.76968208722","40","1","1"
"435","51.5","415.47562843725","1","1"
"436","5215.04380495906","20","1","1"
"437","2701.76968208722","40","1","1"
"438","51.5","415.47562843725","1","1"
"439","5215.04380495906","20","1","1"
"440","2701.76968208722","40","1","1"
"441","51.5","415.47562843725","1","1"
"442","5215.04380495906","20","1","1"
"443","2701.76968208722","40","1","1"
"444","51.5","415.47562843725","1","1"
"445","5215.04380495906","20","1","1"
"446","2701.76968208722","40","1","1"
"447","51.5","415.47562843725","1","1"
"448","5215.04380495906","20","1","1"
"449","2701.76968208722","40","1","1"
"450","51.5","415.47562843725","1","1"
"451","5215.04380495906","20","1","1"
"452","2701.76968208722","40","1","1"
"453","51.5","415.47562843725","1","1"
"454","5215.04380495906","20","1","1"
"455","2701.76968208722","40","1","1"
"456","51.5","415.47562843725","1","1"
"457","5215.04380495906","20","1","1"
"458","2701.76968208722","40","1","1"
"459","51.5","415.47562843725","1","1"
"460","5215.04380495906","20","1","1"
"461","2701.76968208722","40","1","1"
"462","51.5","415.47562843725","1","1"
"463","5215.04380495906","20","1","1"
"464","2701.76968208722","40","1","1"
"465","51.5","415.47562843725","1","1"
"466","5215.04380495906","20","1","1"
"467","2701.76968208722","40","1","1"
"468","51.5","415.47562843725","1","1"
"469","5215.04380495906","20","1","1"
"470","2701.76968208722","40","1","1"
"471","51.5","415.47562843725","1","1"
"472","5215.04380495906","20","1","1"
"473","2701.76968208722","40","1","1"
"474","51.5","415.47562843725","1","1"
"475","5215.04380495906","20","1","1"
"476","2701.76968208722","40","1","1"
"477","51.5","415.47562843725","1","1"
"478","5215.04380495906","20","1","1"
"479","2701.76968208722","40","1","1"
"480","51.5","415.47562843725","1","1"
"481","5215.04380495906","20","1","1"
"482","2701.76968208722","40","1","1"
"483","51.5","415.47562843725","1","1"
"484","5215.04380495906","20","1","1"
"485","2701.76968208722","40","1","1"
"486","51.5","415.47562843725","1","1"
"487","5215.04380495906","20","1","1"
"488","2701.76968208722","40","1","1"
"489","51.5","415.47562843725","1","1"
"490","5215.04380495906","20","1","1"
"491","2701.76968208722","40","1","1"
"492","51.5","415.47562843725","1","1"
"493","5215.04380495906","20","1","1"
"494","2701.76968208722","40","1","1"
"495","51.5","415.47562843725","1","1"
"496","5215.04380495906","20","1","1"
"497","2701.76968208722","40","1","1"
"498","51.5","415.47562843725","1","1"
"499","5215.04380495906","20","1","1"
"500","2701.76968208722","40","1","1"
"501","51.5","415.47562843725","1","1"
"502","5215.04380495906","20","1","1"
"503","2701.76968208722","40","1","1"
"504","51.5","415.47562843725","1","1"
"505","5215.04380495906","20","1","1"
"506","2701.76968208722","40","1","1"
"507","51.5","415.47562843725","1","1"
"508","5215.04380495906","20","1","1"
"509","2701.76968208722","40","1","1"
"510","51.5","415.47562843725","1","1"
"511","5215.04380495906","20","1","1"
"512","2701.76968208722","40","1","1"
"513","51.5","415.47562843725","1","1"
"514","5215.04380495906","20","1","1"
"515","2701.76968208722","40","1","1"
"516","51.5","415.47562843725","1","1"
"517","5215.04380495906","20","1","1"
"518","2701.76968208722","40","1","1"
"519","51.5","415.47562843725","1","1"
"520","5215.04380495906","20","1","1"
"521","2701.76968208722","40","1","1"
"522","51.5","415.47562843725","1","1"
"523","5215.04380495906","20","1","1"
"524","2701.76968208722","40","1","1"
"525","51.5","415.47562843725","1","1"
"526","5215.04380495906","20","1","1"
"527","2701.76968208722","40","1","1"
"528","51.5","415.47562843725","1","1"
"529","5215.04380495906","20","1","1"
"530","2701.76968208722","40","1","1"
"531","51.5","415.47562843725","1","1"
"532","5215.04380495906","20","1","1"
"533","2701.76968208722","40","1","1"
"534","51.5","415.47562843725","1","1"
"535","5215.04380495906","20","1","1"
"536","2701.76968208722","40","1","1"
"537","51.5","415.47562843725","1","1"
"538","5215.04380495906","20","1","1"
"539","2701.76968208722","40","1","1"
"540","51.5","415.47562843725","1","1"
"541","5215.04380495906","20","1","1"
"542","2701.76968208722","40","1","1"
"543","51.5","415.47562843725","1","1"
"544","5215.04380495906","20","1","1"
"545","2701.76968208722","40","1","1"
"546","51.5","415.47562843725","1","1"
"547","5215.04380495906","20","1","1"
"548","2701.76968208722","40","1","1"
"549","51.5","415.47562843725","1","1"
"550","5215.04380495906","20","1","1"
"551","2701.76968208722","40","1","1"
"552","51.5","415.47562843725","1","1"
"553","5215.04380495906","20","1","1"
"554","2701.76968208722","40","1","1"
"555","51.5","415.47562843725","1","1"
"556","5215.04380495906","20","1","1"
"557","2701.76968208722","40","1","1"
"558","51.5","415.47562843725","1","1"
"559","5215.04380495906","20","1","1"
"560","2701.76968208722","40","1","1"
"561","51.5","415.47562843725","1","1"
"562","5215.04380495906","20","1","1"
"563","2701.76968208722","40","1","1"
"564","51.5","415.47562843725","1","1"
"565","5215.04380495906","20","1","1"
"566","2701.76968208722","40","1","1"
"567","51.5","415.47562843725","1","1"
"568","5215.04380495906","20","1","1"
"569","2701.76968208722","40","1","1"
"570","51.5","415.47562843725","1","1"
"571","5215.04380495906","20","1","1"
"572","2701.76968208722","40","1","1"
"573","51.5","415.47562843725","1","1"
"574","5215.04380495906","20","1","1"
"575","2701.76968208722","40","1","1"
"576","51.5","415.47562843725","1","1"
"577","5215.04380495906","20","1","1"
"578","2701.76968208722","40","1","1"
"579","51.5","415.47562843725","1","1"
"580","5215.04380495906","20","1","1"
"581","2701.76968208722","40","1","1"
"582","51.5","415.47562843725","1","1"
"583","5215.04380495906","20","1","1"
"584","2701.76968208722","40","1","1"
"585","51.5","415.47562843725","1","1"
"586","5215.04380495906","20","1","1"
"587","2701.76968208722","40","1","1"
"588","51.5","415.47562843725","1","1"
"589","5215.04380495906","20","1","1"
"590","2701.76968208722","40","1","1"
"591","51.5","415.47562843725","1","1"
"592","5215.04380495906","20","1","1"
"593","2701.76968208722","40","1","1"
"594","51.5","415.47562843725","1","1"
"595","5215.04380495906","20","1","1"
"596","2701.76968208722","40","1","1"
"597","51.5","415.47562843725","1","1"
"598","5215.04380495906","20","1","1"
"599","2701.76968208722","40","1","1"
"600","51.5","415.47562843725","1","1"
"601","5215.04380495906","20","1","1"
"602","2701.76968208722","40","1","1"
"603","51.5","415.47562843725","1","1"
"604","5215.04380495906","20","1","1"
"605","2701.76968208722","40","1","1"
"606","51.5","415.47562843725","1","1"
"607","5215.04380495906","20","1","1"
"608","2701.76968208722","40","1","1"
"609","51.5","415.47562843725","1","1"
"610","5215.04380495906","20","1","1"
"611","2701.76968208722","40","1","1"
"612","51.5","415.47562843725","1","1"
"613","5215.04380495906","20","1","1"
"614","2701.76968208722","40","1","1"
"615","51.5","415.47562843725","1","1"
"616","5215.04380495906","20","1","1"
"617","2701.76968208722","40","1","1"
"618","51.5","415.47562843725","1","1"
"619","5215.04380495906","20","1","1"
"620","2701.76968208722","40","1","1"
"621","51.5","415.47562843725","1","1"
"622","5215.04380495906","20","1","1"
"623","2701.76968208722","40","1","1"
"624","51.5","415.47562843725","1","1"
"625","5215.04380495906","20","1","1"
"626","2701.76968208722","40","1","1"
"627","51.5","415.47562843725","1","1"
"628","5215.04380495906","20","1","1"
"629","2701.76968208722","40","1","1"
"630","51.5","415.47562843725","1","1"
"631","5215.04380495906","20","1","1"
"632","2701.76968208722","40","1","1"
"633","51.5","415.47562843725","1","1"
"634","5215.04380495906","20","1","1"
"635","2701.76968208722","40","1","1"
"636","51.5","415.47562843725","1","1"
"637","5215.04380495906","20","1","1"
"638","2701.76968208722","40","1","1"
"639","51.5","415.47562843725","1","1"
"640","5215.04380495906","20","1","1"
"641","2701.76968208722","40","1","1"
"642","51.5","415.47562843725","1","1"
"643","5215.04380495906","20","1","1"
"644","2701.76968208722","40","1","1"
"645","51.5","415.47562843725","1","1"
"646","5215.04380495906","20","1","1"
"647","2701.76968208722","40","1","1"
"648","51.5","415.47562843725","1","1"
"649","5215.04380495906","20","1","1"
"650","2701.76968208722","40","1","1"
"651","51.5","415.47562843725","1","1"
"652","5215.04380495906","20","1","1"
"653","2701.76968208722","40","1","1"
"654","51.5","415.47562843725","1","1"
"655","5215.04380495906","20","1","1"
"656","2701.76968208722","40","1","1"
"657","51.5","415.47562843725","1","1"
"658","5215.04380495906","20","1","1"
"659","2701.76968208722","40","1","1"
"660","51.5","415.47562843725","1","1"
"661","5215.04380495906","20","1","1"
"662","2701.76968208722","40","1","1"
"663","51.5","415.47562843725","1","1"
"664","5215.04380495906","20","1","1"
"665","2701.76968208722","40","1","1"
"666","51.5","415.47562843725","1","1"
"667","5215.04380495906","20","1","1"
"668","2701.76968208722","40","1","1"
"669","51.5","415.47562843725","1","1"
"670","5215.04380495906","20","1","1"
"671","2701.76968208722","40","1","1"
"672","51.5","415.47562843725","1","1"
"673","5215.04380495906","20","1","1"
"674","2701.76968208722","40","1","1"
"675","51.5","415.47562843725","1","1"
"676","5215.04380495906","20","1","1"
"677","2701.76968208722","40","1","1"
"678","51.5","415.47562843725","1","1"
"679","5215.04380495906","20","1","1"
"680","2701.76968208722","40","1","1"
"681","51.5","415.47562843725","1","1"
"682","5215.04380495906","20","1","1"
"683","2701.76968208722","40","1","1"
"684","51.5","415.47562843725","1","1"
"685","5215.04380495906","20","1","1"
"686","2701.76968208722","40","1","1"
"687","51.5","415.47562843725","1","1"
"688","5215.04380495906","20","1","1"
"689","2701.76968208722","40","1","1"
"690","51.5","415.47562843725","1","1"
"691","5215.04380495906","20","1","1"
"692","2701.76968208722","40","1","1"
"693","51.5","415.47562843725","1","1"
"694","5215.04380495906","20","1","1"
"695","2701.76968208722","40","1","1"
"696","51.5","415.47562843725","1","1"
"697","5215.04380495906","20","1","1"
"698","2701.76968208722","40","1","1"
"699","51.5","415.47562843725","1","1"
"700","5215.04380495906","20","1","1"
"701","2701.76968208722","40","1","1"
"702","51.5","415.47562843725","1","1"
"703","5215.04380495906","20","1","1"
"704","2701.76968208722","40","1","1"
"705","51.5","415.47562843725","1","1"
"706","5215.04380495906","20","1","1"
"707","2701.76968208722","40","1","1"
"708","51.5","415.47562843725","1","1"
"709","5215.04380495906","20","1","1"
"710","2701.76968208722","40","1","1"
"711","51.5","415.47562843725","1","1"
"712","5215.04380495906","20","1","1"
"713","2701.76968208722","40","1","1"
"714","51.5","415.47562843725","1","1"
"715","5215.04380495906","20","1","1"
"716","2701.76968208722","40","1","1"
"717","51.5","415.47562843725","1","1"
"718","5215.04380495906","20","1","1"
"719","2701.76968208722","40","1","1"
"720","51.5","415.47562843725","1","1"
"721","5215.04380495906","20","1","1"
"722","2701.76968208722","40","1","1"
"723","51.5","415.47562843725","1","1"
"724","5215.04380495906","20","1","1"
"725","2701.76968208722","40","1","1"
"726","51.5","415.47562843725","1","1"
"727","5215.04380495906","20","1","1"
"728","2701.76968208722","40","1","1"
"729","51.5","415.47562843725","1","1"
"730","5215.04380495906","20","1","1"
"731","2701.76968208722","40","1","1"
"732","51.5","415.47562843725","1","1"
"733","5215.04380495906","20","1","1"
"734","2701.76968208722","40","1","1"
"735","51.5","415.47562843725","1","1"
"736","5215.04380495906","20","1","1"
"737","2701.76968208722","40","1","1"
"738","51.5","415.47562843725","1","1"
"739","5215.04380495906","20","1","1"
"740","2701.76968208722","40","1","1"
"741","51.5","415.47562843725","1","1"
"742","5215.04380495906","20","1","1"
"743","2701.76968208722","40","1","1"
"744","51.5","415.47562843725","1","1"
"745","5215.04380495906","20","1","1"
"746","2701.76968208722","40","1","1"
"747","51.5","415.47562843725","1","1"
"748","5215.04380495906","20","1","1"
"749","2701.76968208722","40","1","1"
"750","51.5","415.47562843725","1","1"
"751","5215.04380495906","20","1","1"
"752","2701.76968208722","40","1","1"
"753","51.5","415.47562843725","1","1"
"754","5215.04380495906","20","1","1"
"755","2701.76968208722","40","1","1"
"756","51.5","415.47562843725","1","1"
"757","5215.04380495906","20","1","1"
"758","2701.76968208722","40","1","1"
"759","51.5","415.47562843725","1","1"
"760","5215.04380495906","20","1","1"
"761","2701.76968208722","40","1","1"
