,Date,DOY,Time,VPD,PAR,HCOS1,HCON1,HCON2,HCIS9,HCON3,HCOS4,HCON5,HCOS6,HCON6,HCOS7,HCON8,HCOS8,HCIN8,HCON9,HCOS2,HCON4,LOON10,LOOS10,LOIN10,LOIS10,LOON11,LOOS11,LOON17,LOOS17,LOON15,LOOS15,LOON14,LOOS14,LOON12,LOOS12,LOON16,LOON13
12,7/1/2017,182,245,0,0,0,0,0,0,0.00019601,0,0,0,0.0015744,0.0031902,0,0.0007853,0.0049026,0,0,0,9.25E-05,0,0.0073083,0.0028055,0,0,0,0,0,0.0039233,0,0,0,0.0068548,9.49E-05,0
13,7/1/2017,182,300,0,0,0,0,0,0,0,0,0,0,0,0.0013776,0,0,0.0054516,0,0,0,0.00010091,0,0,0.0024938,0,0,0,0,0,0.00086919,0,0,0,0.0063853,0.00010356,0
14,7/1/2017,182,315,0,0,0,0,0,0,0.00042518,0.00016964,0,9.11E-06,0,0.0021552,0,0,0.0053881,0,0,0,0.00010932,0,0.054507,0.002182,0,0.00022329,0,0,0,0.0061162,0,0,0,0.0085083,0,0
15,7/1/2017,182,330,0,0,0,0,0,0,0.0011133,0.0018692,0,0,0,0.0025884,0,0,0.0061454,0,0,0.00067889,0.00045424,0,0.085308,0.0018703,0,0,0,0,0,0.0052379,0,0,0,0.0099003,0,0
16,7/1/2017,182,345,-4.44E-16,0,0,0,0,0.00021019,0.00098264,0.0010187,0,0,0,0.00233,0,0,0.0075246,0,0,0.00016964,0.00012614,0,0.08834,0.00031133,0,0,0,0,0,0.0013043,0,0,0,0.0083118,0,0
17,7/1/2017,182,400,0,0,0,0,0,0.00023541,0.0018367,0.00067889,0,0,0.0014886,0.0018985,0,0,0.0062257,0,0,0.00016964,0.00047106,0,0.090081,0.0012469,0,0,0,0,0,0.0026121,0,0,0,0.0067233,0.00013807,0
18,7/1/2017,182,415,0,0,3.90E-05,0,0,0.00026064,0.0013775,0.00050908,0,0,0.0011164,0.001467,0,0,0.0047205,0,0,0,0.00014295,0,0.070372,0.00093516,0,0,0,0,0,0.0021758,0,0,0,0.0051348,0.0001467,0
19,7/1/2017,182,430,0,0,0,0,0,0.00028586,0.00059016,0.00016964,0,0,0.00056697,0.0010356,0,0,0.0030098,0,0,0.00016964,0.00015136,0,0.12424,0.00062344,0,0,0,0,0,0.0017399,0,0,0,0.0035464,0.00015533,0
20,7/1/2017,182,445,0,0,0,0,0,0,0.00013115,0.00016964,0,0,0.00037214,0.00043141,0.00034152,0,0.0015049,0,0,0,0,0,0.051441,0.00031172,8.05E-05,0,0,0.00026397,0,0,0,0,0,0.00047953,0,0.00030544
21,7/1/2017,182,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043936,0,0,0,0,0,0,0,0,0,0,0,0,0
22,7/1/2017,182,515,0,1000,2.44E-05,0.00015587,0.0027544,0,1.20E-05,9.19E-05,0.00049363,0.0018013,9.97E-05,4.85E-05,0.00030323,0.00087081,0,0,0.003411,9.19E-05,4.20E-05,0.00024182,0.061024,0,9.32E-05,0.0027138,0,0.0016988,0.00023467,0,0.00081838,0.00039003,0.00040421,0,0.0001456,0.0013267
23,7/1/2017,182,530,0,1000,0.00020501,0.00031174,0.0074222,0,0.00018787,0.00018374,0.00065933,0.0047092,2.21E-05,0,0.00060647,0,0.00010666,0,0.0056589,0.00035341,0,0.00048364,0.1544,0,0.0015956,0,0,0.0023057,0.00082707,0,0.0042259,0.00059096,0.0010113,0,0.0002912,0.0014317
24,7/1/2017,182,545,0,1000,0.00038562,0.0022906,0.0076698,0,0.00036379,0.00027561,0.00082504,0.0063404,0,0,0.0009097,0,0.0027272,0,0.0060516,0.00044529,0,0.00072546,0.03366,0,0.0033046,0,0,0.0049278,0.0015988,0,0.0050496,0.0019287,0.0012126,0,0.0004368,0.0015367
25,7/1/2017,182,600,-4.44E-16,1000,0.00056623,0.0031114,0.0079175,0,0.00053971,0.0012165,0.00099074,0.0068681,0.00039872,2.16E-05,0.0012129,0,0.0045344,0,0.0062752,0.0015566,0.00016815,0.00096728,0.11752,0,0.003398,0,0,0.0048033,0.0074191,0.0011957,0.0055027,0.0025095,0.0016169,0,0.0005824,0.0018457
26,7/1/2017,182,615,0,1000,0.00090318,0.0052672,0.0081651,0,0.00087973,0.00079883,0.0013206,0.0068427,0,7.01E-05,0.0015162,0,0.0069709,0,0.0083639,0.0021591,0.00021019,0.0012091,0.0484,0,0.0049097,0,0,0.010395,0.011108,0,0.0061418,0.0051856,0.0022242,0,0.000728,0.0021548
27,7/1/2017,182,630,0,1000,0.0010838,0.0074316,0.0085715,0,0.0010557,0.0010606,0.0016506,0.0066331,0,0,0.0018194,0,0.0098371,0,0.011656,0.0027622,0.00025223,0.0014509,0.067396,0,0.0052062,0,0.00030191,0.012124,0.011526,0,0.0062234,0.0059603,0.0040529,0,0.0008736,0.0022599
28,7/1/2017,182,645,0,1000,0.0015774,0.0096046,0.0088191,0,0.0012316,0.0025135,0.0023096,0.0069762,0,0,0.0021226,0,0.0099965,0,0.012565,0.004049,0.00012609,0.0016927,0.090982,0,0.0059092,0,0.00046933,0.010697,0.011943,0,0.0072352,0.0067359,0.0048657,0,0.0010192,0.0023649
29,7/1/2017,182,700,0,1000,0.0017581,0.0097618,0.0090668,0,0.0014076,0.0036287,0.0023109,0.011019,0,0,0.0024259,0,0.010156,0,0.011934,0.0051675,0.00050454,0.0019346,0.12565,0,0.0082439,0,0.0015164,0.012613,0.01236,0,0.0089952,0.007704,0.0052707,0,0.0011648,0.003083
30,7/1/2017,182,715,0,1000,0.00335,0.009919,0.0093145,0,0.0015835,0.0052598,0.0056115,0.012293,0.00071979,0,0.0030554,0,0.013461,0,0.0137,0.0062884,0.00054659,0.002354,0.14078,0,0.008542,0,0.0062837,0.013043,0.015526,0.00062473,0.011135,0.009827,0.011839,0,0.0014832,0.0046215
31,7/1/2017,182,730,0,1000,0.0057344,0.010076,0.011473,0,0.0017595,0.0050097,0.008267,0.012638,0.00099681,0,0.0067982,0,0.019763,0,0.01616,0.0065524,0.00025219,0.004376,0.052199,0,0.0092492,0,0.0098407,0.014406,0.022605,0,0.011592,0.011572,0.014734,0,0.0016288,0.0078125
32,7/1/2017,182,745,4.44E-16,1000,0.0076542,0.015313,0.015245,0,0.0040759,0.0052731,0.010601,0.015222,0.0010965,0,0.0085843,0,0.020565,0.0012441,0.018631,0.0066448,0.00029422,0.0067634,0.14848,0,0.0099572,0,0.011803,0.022933,0.023213,0.00013575,0.014495,0.011968,0.023739,0,0.0017745,0.0079181
33,7/1/2017,182,800,0,1000,0.010057,0.019057,0.018234,0,0.0037574,0.005023,0.013786,0.018758,0.0011962,0,0.011701,0.0020105,0.020729,0.0015621,0.023205,0.0093194,0.00050446,0.010603,0.22605,0,0.014991,0.0046192,0.019392,0.023179,0,0,0.018174,0.012171,0.034405,0,0.0019201,0.0082301
34,7/1/2017,182,815,4.44E-16,1000,0.01024,0.021277,0.018484,0,0.00542,0.0025546,0.019193,0.022885,0.0012959,0,0.012504,0.0035365,0.020679,0.0092582,0.025707,0.0099301,0.0012199,0.012292,0.24398,0,0.019866,0.0047631,0.022671,0.034171,0,8.15E-05,0.025719,0.017229,0.04287,0,0.0037982,0.0089556
35,7/1/2017,182,830,0,1000,0.010422,0.028019,0.019381,0,0.010918,0.0031577,0.019701,0.024183,0.0013955,0,0.01281,0.0035959,0.0005424,0.013026,0.02611,0.010023,0.0083884,0.015442,0.30812,0,0.020588,0.0062004,0.029118,0.041252,0,0.018639,0.036512,0.022532,0.052806,0,0.0079522,0.018453
36,7/1/2017,182,845,0,1000,0.010604,0.028179,0.018983,0,0.010594,0.0041029,0.01987,0.025102,0.0014952,0,0.01295,0.0036553,0,0.02266,0.026338,0.010115,0.015833,0.022102,0.10698,0.0062005,0.030394,0.0053741,0.02929,0.043669,0.0020815,0.01012,0.049542,0.023132,0.062925,0,0.011082,0.021094
37,7/1/2017,182,900,0,1000,0.010786,0.028338,0.020042,0,0.0089369,0.0060771,0.020209,0.029851,0.0015949,0,0.01442,0.0038779,0,0.033878,0.026565,0.010208,0.021105,0.02568,0.040126,0.01284,0.0352,0.020276,0.033191,0.047685,0.012228,0.0069991,0.061451,0.031493,0.078358,0,0.014054,0.030387
38,7/1/2017,182,915,0,1000,0.010968,0.033054,0.025505,0.0075309,0.0076177,0.0087476,0.026024,0.035999,0.0016946,0,0.021265,0.0072138,0,0.053175,0.029965,0.01377,0.035901,0.039097,0.040364,0.024658,0.047924,0.027122,0.040906,0.061638,0.029867,0.008295,0.085575,0.041009,0.10273,0,0.022412,0.044258
39,7/1/2017,182,930,0,1000,0.025194,0.056799,0.036848,0.037148,0.01146,0.023882,0.042452,0.060424,0.01075,0,0.030771,0.022965,0,0.13018,0.041814,0.035733,0.099686,0.10221,0.081553,0.083049,0.10988,0.097917,0.07178,0.10194,0.10724,0.037816,0.1728,0.092881,0.1955,0,0.060834,0.09839
40,7/1/2017,182,945,0,1000,0.056062,0.10269,0.062657,0.096206,0.018204,0.069206,0.070152,0.11269,0.029066,0.020828,0.054643,0.061554,0,0.24579,0.066477,0.089722,0.19226,0.21886,0.15059,0.15614,0.23484,0.25331,0.13552,0.1809,0.24085,0.095579,0.30473,0.18774,0.32399,0.05002,0.14368,0.21709
41,7/1/2017,182,1000,0.17847,1000,0.10723,0.16895,0.10799,0.14558,0.027617,0.1292,0.11396,0.1882,0.061831,0.057351,0.098808,0.11532,0,0.32381,0.114,0.1582,0.24311,0.30262,0.19978,0.19006,0.30581,0.3831,0.19791,0.27966,0.31458,0.17078,0.36879,0.25035,0.41533,0.12001,0.20204,0.30008
42,7/1/2017,182,1015,0.4797,1000,0.1598,0.23329,0.16194,0.18454,0.063146,0.18741,0.16747,0.26762,0.10402,0.10032,0.14893,0.16506,0.010348,0.38805,0.17346,0.21802,0.29538,0.38705,0.24119,0.21893,0.39394,0.52777,0.25611,0.35297,0.3781,0.23415,0.44476,0.32353,0.50405,0.17748,0.26473,0.38267
43,7/1/2017,182,1030,0.58973,1000,0.22338,0.30454,0.21884,0.22828,0.10259,0.24299,0.20845,0.3458,0.15723,0.15769,0.21851,0.22428,0.042909,0.45527,0.23525,0.27905,0.33884,0.45462,0.27329,0.24227,0.43914,0.61969,0.31505,0.42077,0.44541,0.29815,0.50353,0.38741,0.59426,0.2412,0.32006,0.47511
44,7/1/2017,182,1045,0.61301,1000,0.27279,0.34912,0.26692,0.24722,0.14336,0.28417,0.24199,0.39373,0.20544,0.1984,0.27589,0.2655,0.078596,0.46597,0.29545,0.31885,0.35722,0.48505,0.29285,0.24717,0.4681,0.65415,0.35042,0.45821,0.47548,0.32502,0.53301,0.41616,0.63899,0.28226,0.35124,0.53118
45,7/1/2017,182,1100,0.83872,1000,0.30878,0.39555,0.30847,0.25285,0.17946,0.31049,0.2817,0.44782,0.24483,0.23127,0.31978,0.29125,0.10293,0.48628,0.34986,0.34357,0.36037,0.53068,0.31948,0.25881,0.50275,0.70761,0.40306,0.55536,0.52306,0.37321,0.59462,0.47502,0.78214,0.31965,0.38955,0.57438
46,7/1/2017,182,1115,0.8613,1000,0.34884,0.44458,0.34799,0.26471,0.20567,0.32978,0.31212,0.48841,0.28017,0.26627,0.36078,0.31414,0.13022,0.51142,0.39982,0.36133,0.38126,0.5674,0.34019,0.27068,0.54863,0.77865,0.43502,0.6068,0.58125,0.45845,0.64045,0.51786,0.82462,0.36829,0.42168,0.60687
47,7/1/2017,182,1130,0.80888,1000,0.34485,0.42916,0.34298,0.26238,0.19834,0.32217,0.29788,0.46916,0.27023,0.2644,0.35612,0.31282,0.14448,0.50452,0.39171,0.35057,0.38582,0.56131,0.33715,0.25874,0.54398,0.76587,0.41465,0.57247,0.57353,0.41016,0.62724,0.52295,0.78869,0.37354,0.40982,0.61072
48,7/1/2017,182,1145,0.85364,1000,0.33698,0.4085,0.33274,0.25739,0.18924,0.31581,0.2861,0.455,0.25989,0.25461,0.34651,0.30789,0.14255,0.49058,0.37327,0.34516,0.37152,0.53302,0.33107,0.25113,0.52477,0.73195,0.40618,0.54691,0.55513,0.37886,0.60477,0.49794,0.76722,0.37671,0.39918,0.61194
49,7/1/2017,182,1200,0.9822,1000,0.36474,0.44491,0.3578,0.27261,0.21131,0.33435,0.31192,0.48872,0.28287,0.2762,0.37591,0.32765,0.14009,0.51031,0.39394,0.36769,0.38112,0.5655,0.34449,0.26026,0.54858,0.77136,0.4361,0.5959,0.5966,0.40749,0.64521,0.51618,0.84232,0.38845,0.42929,0.64656
50,7/1/2017,182,1215,1.0743,1000,0.40064,0.50529,0.39338,0.2927,0.24121,0.35248,0.3494,0.5401,0.31551,0.30908,0.42338,0.35392,0.14404,0.54608,0.43617,0.3887,0.41398,0.62128,0.42478,0.27014,0.58817,0.83274,0.48639,0.6955,0.66247,0.42136,0.71036,0.56465,0.96801,0.39459,0.46993,0.69599
51,7/1/2017,182,1230,1.0985,1000,0.40948,0.51039,0.40191,0.29394,0.25722,0.35945,0.35949,0.55053,0.31625,0.31508,0.43367,0.35996,0.14803,0.54019,0.45419,0.3921,0.41909,0.63661,0.55711,0.26458,0.59339,0.83623,0.48355,0.71322,0.68543,0.43283,0.70496,0.57702,0.98523,0.39208,0.47462,0.70792
52,7/1/2017,182,1245,1.1677,1000,0.41594,0.52045,0.4124,0.29546,0.25692,0.36271,0.36669,0.56197,0.32191,0.32354,0.44311,0.36969,0.14986,0.55219,0.47014,0.4028,0.42118,0.63794,0.64776,0.26545,0.59813,0.82049,0.48611,0.76889,0.70081,0.42216,0.72635,0.59674,1.0379,0.37888,0.48348,0.70928
53,7/1/2017,182,1300,1.2365,1000,0.42844,0.55174,0.43379,0.30155,0.26858,0.37041,0.38889,0.583,0.33861,0.33364,0.46951,0.37282,0.16186,0.56118,0.50803,0.41029,0.4284,0.66569,0.72237,0.26372,0.6206,0.83675,0.48558,0.83251,0.76017,0.42125,0.77372,0.60719,1.1575,0.35559,0.49206,0.73593
54,7/1/2017,182,1315,1.2412,1000,0.42743,0.53513,0.43033,0.29426,0.2641,0.37181,0.38504,0.56877,0.3337,0.33555,0.46337,0.37473,0.17129,0.55473,0.51329,0.41786,0.41893,0.65494,0.66864,0.2592,0.62181,0.82313,0.46904,0.81079,0.75653,0.42121,0.76847,0.59546,1.1555,0.35526,0.48315,0.7276
55,7/1/2017,182,1330,1.3569,1000,0.45019,0.55779,0.44251,0.30148,0.27271,0.37545,0.40173,0.59179,0.34588,0.3421,0.48444,0.39059,0.18203,0.56329,0.51058,0.42379,0.42,0.66551,0.61777,0.25986,0.63631,0.84376,0.48031,0.87303,0.79849,0.41331,0.81336,0.60977,1.2495,0.33472,0.48374,0.73935
56,7/1/2017,182,1345,1.522,1000,0.46864,0.57213,0.45229,0.30216,0.27638,0.37781,0.40807,0.60335,0.3489,0.34777,0.49777,0.40045,0.19034,0.57055,0.52314,0.42186,0.42414,0.68865,0.56116,0.26471,0.66541,0.87938,0.48594,0.91422,0.83947,0.40123,0.85116,0.6288,1.3409,0.31672,0.48434,0.75064
57,7/1/2017,182,1400,1.4219,1000,0.46523,0.55389,0.4471,0.29884,0.27581,0.37314,0.40251,0.59013,0.34775,0.34285,0.49354,0.40053,0.18999,0.56311,0.52155,0.41859,0.4208,0.66924,0.53579,0.26218,0.67788,0.88303,0.47737,0.9022,0.84381,0.40204,0.86295,0.63013,1.3831,0.30551,0.47852,0.74896
58,7/1/2017,182,1415,1.7164,1000,0.47186,0.56372,0.46155,0.30267,0.27895,0.37582,0.41895,0.60815,0.35271,0.34509,0.50666,0.39776,0.19255,0.5778,0.53194,0.4259,0.42222,0.68596,0.54909,0.26046,0.69686,0.92963,0.49693,1.0029,0.89252,0.402,0.90812,0.66302,1.54,0.29261,0.4939,0.76478
59,7/1/2017,182,1430,1.7843,1000,0.49119,0.58474,0.47628,0.30767,0.28885,0.38141,0.43377,0.63374,0.36196,0.35584,0.53236,0.39658,0.21266,0.60042,0.55923,0.41953,0.4291,0.72415,0.59003,0.25616,0.72874,0.97484,0.51181,1.0715,0.96808,0.39686,0.95203,0.69563,1.6611,0.28057,0.50843,0.78152
60,7/1/2017,182,1445,1.414,1000,0.45839,0.53269,0.44589,0.29406,0.27568,0.3587,0.40096,0.57373,0.34304,0.3384,0.49417,0.37583,0.21897,0.57809,0.51873,0.3972,0.41625,0.66605,0.59276,0.24235,0.69372,0.89292,0.47506,0.89512,0.88714,0.39259,0.88813,0.65644,1.4429,0.27843,0.49089,0.73903
61,7/1/2017,182,1500,1.1318,1000,0.40432,0.45905,0.39411,0.27712,0.24184,0.32922,0.34651,0.5065,0.30692,0.3039,0.43104,0.34449,0.21164,0.52393,0.45459,0.37078,0.38599,0.58973,0.54866,0.23302,0.62656,0.79675,0.43898,0.76538,0.77863,0.36528,0.79078,0.59244,1.2428,0.26128,0.45392,0.68061
62,7/1/2017,182,1515,1.3777,1000,0.42004,0.50399,0.40537,0.28388,0.24131,0.33203,0.36075,0.54378,0.31677,0.3022,0.45149,0.34281,0.20261,0.53789,0.45386,0.38244,0.39579,0.63387,0.54418,0.24636,0.64385,0.84886,0.47555,0.88061,0.82095,0.37833,0.83858,0.62578,1.4306,0.24747,0.47659,0.68422
63,7/1/2017,182,1530,1.5306,1000,0.45687,0.61303,0.45772,0.2995,0.25292,0.34364,0.39402,0.5879,0.33647,0.31763,0.49157,0.35675,0.21788,0.57875,0.49562,0.39101,0.41778,0.6945,0.58444,0.24486,0.69996,0.92273,0.50093,0.95179,0.92265,0.37336,0.88768,0.66728,1.5937,0.25711,0.50114,0.7166
64,7/1/2017,182,1545,1.5827,1000,0.45516,0.56437,0.446,0.2911,0.25442,0.34224,0.38921,0.57942,0.33503,0.3168,0.48349,0.35534,0.22209,0.5857,0.4967,0.3882,0.41986,0.6934,0.59817,0.24648,0.71294,0.92418,0.52434,0.95845,0.93126,0.26114,0.89077,0.67599,1.6109,0.27292,0.50368,0.72819
65,7/1/2017,182,1600,1.1695,1000,0.40932,0.47947,0.39909,0.2803,0.23845,0.33691,0.35065,0.51509,0.31168,0.30327,0.4474,0.34598,0.2114,0.5443,0.44889,0.36654,0.41118,0.63364,0.58594,0.23555,0.67126,0.85511,0.46834,0.78409,0.82609,0.3741,0.82236,0.62033,1.3373,0.26539,0.48212,0.68418
66,7/1/2017,182,1615,1.0145,1000,0.34354,0.37699,0.33749,0.2594,0.19811,0.31916,0.28857,0.44227,0.27064,0.26777,0.37988,0.31206,0.18599,0.4878,0.37371,0.33552,0.37224,0.53303,0.5309,0.23066,0.57648,0.72876,0.40729,0.63157,0.68075,0.34829,0.70799,0.53225,1.0806,0.2445,0.4314,0.61339
67,7/1/2017,182,1630,0.86826,1000,0.3002,0.32162,0.2916,0.24492,0.16825,0.2852,0.24873,0.38472,0.23802,0.23599,0.3345,0.2838,0.15446,0.4509,0.32083,0.30762,0.34869,0.48125,0.47958,0.22731,0.52003,0.66222,0.36692,0.54877,0.60926,0.33495,0.63487,0.47618,0.95062,0.2316,0.40168,0.56056
68,7/1/2017,182,1645,1.1173,1000,0.33651,0.36998,0.31824,0.26499,0.17763,0.30085,0.28227,0.42045,0.25764,0.25069,0.36858,0.30639,0.15222,0.47979,0.34226,0.33336,0.37457,0.54707,0.47416,0.25143,0.55421,0.74268,0.41715,0.64539,0.66395,0.35777,0.6994,0.51804,1.0918,0.25379,0.43888,0.59292
69,7/1/2017,182,1700,1.1783,1000,0.35555,0.39338,0.33186,0.2821,0.19223,0.31425,0.29191,0.43852,0.2776,0.28082,0.40002,0.32324,0.17043,0.49673,0.36069,0.34713,0.39686,0.58481,0.48161,0.25523,0.58794,0.77242,0.4294,0.64287,0.67883,0.37807,0.72271,0.53758,1.0823,0.27558,0.45742,0.61812
70,7/1/2017,182,1715,0.64799,1000,0.31227,0.33586,0.29799,0.25953,0.17065,0.28611,0.24555,0.38371,0.24737,0.25216,0.35867,0.29805,0.16729,0.45619,0.31624,0.31964,0.3643,0.50102,0.43961,0.23509,0.51906,0.67178,0.38043,0.53112,0.57345,0.3333,0.62362,0.4738,0.88492,0.26442,0.40669,0.57397
71,7/1/2017,182,1730,0.80012,1000,0.27619,0.29601,0.28338,0.22744,0.13856,0.25144,0.2138,0.34516,0.20688,0.20997,0.30264,0.26132,0.14771,0.40695,0.2962,0.28651,0.32669,0.43968,0.36326,0.22116,0.45423,0.58357,0.33287,0.47272,0.49728,0.2979,0.56058,0.41289,0.78284,0.22083,0.36065,0.51202
72,7/1/2017,182,1745,0.9209,1000,0.28659,0.31494,0.28064,0.24381,0.13897,0.2679,0.22536,0.36268,0.21972,0.22586,0.32234,0.28232,0.14469,0.42643,0.28546,0.30476,0.3551,0.49076,0.35983,0.24407,0.48902,0.64427,0.35609,0.49966,0.54531,0.3187,0.59348,0.44255,0.81504,0.2502,0.39599,0.53186
73,7/1/2017,182,1800,1.1647,1000,0.31297,0.34771,0.28732,0.26386,0.15175,0.27731,0.24139,0.38923,0.23767,0.26269,0.35165,0.30761,0.1533,0.44686,0.29261,0.31677,0.36886,0.51443,0.36359,0.25826,0.51076,0.68957,0.38179,0.54411,0.56629,0.33784,0.62442,0.4686,0.86,0.26408,0.40798,0.55662
74,7/1/2017,182,1815,1.0628,1000,0.32018,0.3503,0.29251,0.26858,0.16173,0.28519,0.2494,0.39804,0.24732,0.27803,0.36,0.31268,0.16066,0.44599,0.30012,0.31895,0.37112,0.5249,0.37172,0.25102,0.50363,0.68078,0.39478,0.55179,0.56478,0.33703,0.63788,0.47988,0.8704,0.27949,0.40682,0.56367
75,7/1/2017,182,1830,0.94413,1000,0.29243,0.31075,0.26655,0.24909,0.14935,0.26419,0.22304,0.36073,0.22588,0.25599,0.32465,0.28923,0.15074,0.42163,0.27843,0.29429,0.35374,0.48524,0.35193,0.24562,0.46371,0.64154,0.36224,0.50316,0.52409,0.31182,0.59105,0.44419,0.77811,0.26106,0.38107,0.53805
76,7/1/2017,182,1845,0.75667,1000,0.27081,0.28553,0.24616,0.23559,0.13326,0.24439,0.20175,0.33075,0.20619,0.23706,0.29673,0.27024,0.145,0.39806,0.25641,0.27849,0.32756,0.4414,0.30761,0.23698,0.41818,0.56499,0.33397,0.4556,0.47174,0.28899,0.5378,0.40242,0.70142,0.24431,0.34905,0.50224
77,7/1/2017,182,1900,0.59378,1000,0.23204,0.24227,0.21085,0.20961,0.10817,0.21641,0.16998,0.28769,0.17777,0.19686,0.25194,0.2363,0.12876,0.35431,0.22639,0.24555,0.28442,0.36599,0.43678,0.20471,0.36863,0.47773,0.27779,0.38057,0.41621,0.25041,0.4593,0.33813,0.59655,0.20309,0.29914,0.45339
78,7/1/2017,182,1915,0.55944,1000,0.19382,0.20421,0.17472,0.18492,0.083214,0.18325,0.13964,0.2468,0.14717,0.16547,0.21179,0.20319,0.1117,0.31644,0.19306,0.21328,0.24141,0.29929,0.51814,0.17667,0.31825,0.39474,0.22931,0.31914,0.35635,0.21214,0.39126,0.28041,0.52437,0.16248,0.24507,0.39847
79,7/1/2017,182,1930,0.59839,1000,0.17281,0.19077,0.15843,0.17206,0.069113,0.16156,0.12587,0.2219,0.12567,0.14531,0.1898,0.18551,0.099843,0.29873,0.1714,0.1912,0.22715,0.27669,0.31382,0.16826,0.30054,0.35997,0.2183,0.30281,0.34796,0.19262,0.3709,0.25808,0.51673,0.1477,0.23004,0.37376
80,7/1/2017,182,1945,0.69669,0,0.16794,0.19235,0.15111,0.16958,0.063394,0.15151,0.1191,0.21647,0.11714,0.1393,0.18857,0.18649,0.089943,0.29961,0.16244,0.18299,0.21668,0.26291,0.2069,0.16626,0.29527,0.35723,0.22239,0.31666,0.36456,0.19321,0.36448,0.24835,0.53391,0.14692,0.22944,0.3618
81,7/1/2017,182,2000,0.66754,0,0.16773,0.19815,0.15528,0.16849,0.063395,0.15206,0.12357,0.21846,0.11571,0.13624,0.18915,0.18497,0.087455,0.29953,0.1618,0.1831,0.21525,0.26182,0.17835,0.1646,0.30112,0.37763,0.23362,0.33079,0.38024,0.1994,0.3672,0.25035,0.55147,0.15308,0.23665,0.35932
82,7/1/2017,182,2015,0.57626,0,0.15152,0.1789,0.14134,0.15597,0.057377,0.14064,0.11099,0.19854,0.10411,0.12031,0.1717,0.16606,0.081605,0.27552,0.14753,0.16576,0.19436,0.23384,0.20948,0.14408,0.28355,0.342,0.20942,0.29647,0.34611,0.18821,0.33261,0.22822,0.49209,0.13804,0.21296,0.33706
83,7/1/2017,182,2030,0.49149,0,0.12588,0.14761,0.12015,0.1336,0.045898,0.12048,0.090913,0.16992,0.087716,0.095653,0.14548,0.14224,0.071555,0.23639,0.12582,0.14316,0.16228,0.19028,0.19833,0.11984,0.24564,0.29313,0.1762,0.25395,0.29408,0.16944,0.28583,0.19369,0.42699,0.1112,0.17937,0.29826
